TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0001541	"ovarian follicle development"	NaN	1.8573324964312685	0.34276334845997875	0.9609311837073132	0.40533576	null
GO:0005975	"carbohydrate metabolic process"	NaN	2.6127838567197355	1.9745099932412862	0.9516568050108289	0.12730495	null
GO:0006081	"cellular aldehyde metabolic process"	NaN	1.8750612633917	0.35724630684561165	0.948371203364915	0.15110884	null
GO:0006091	"generation of precursor metabolites and energy"	NaN	2.5646660642520893	1.7669209230472143	0.940609134859395	0.17932148	null
GO:0006457	"protein folding"	NaN	2.255272505103306	0.8641498503427634	0.915826255723702	0.45142464	null
GO:0055086	"nucleobase-containing small molecule metabolic process"	55086	NaN	2.7737864449811935	2.862798107560104	0.8964085062544142	0.69250462	19752
GO:0022411	"cellular component disassembly"	NaN	2.4871383754771865	1.4772617553345564	0.9459214861191656	0.17620336	null
GO:0022603	"regulation of anatomical structure morphogenesis"	NaN	2.9566485792052033	4.364198126870716	0.9433994141108163	0.05530502	null
GO:0022604	"regulation of cell morphogenesis"	NaN	2.4345689040341987	1.3082939075021724	0.9463174166894682	0.47953334	null
GO:0010770	"positive regulation of cell morphogenesis"	10770	NaN	1.8388490907372552	0.32828039007434584	0.9200960470222707	0.59570573	22604
GO:0016525	"negative regulation of angiogenesis"	16525	NaN	1.99563519459755	0.47310997393067494	0.9265428943844122	0.61817276	22604
GO:1901343	"negative regulation of vasculature development"	1901343	NaN	2.0086001717619175	0.4875929323163078	0.9298194565896458	0.78976145	22604
GO:2000181	"negative regulation of blood vessel morphogenesis"	2000181	NaN	2.0043213737826426	0.4827652795210968	0.9264082298088913	0.99138983	22604
GO:0030029	"actin filament-based process"	NaN	2.7745169657285498	2.867625760355315	0.9878563347645625	0.01663366	null
GO:0030030	"cell projection organization"	NaN	3.1189257528257768	6.343535772907212	0.9361423188123698	0.31064959	null
GO:0030111	"regulation of Wnt signaling pathway"	NaN	2.4983105537896004	1.5158829776962441	0.9261834561709155	0.38946656	null
GO:0030162	"regulation of proteolysis"	NaN	2.6232492903979003	2.022786521193396	0.8842112057195831	0.4486686	null
GO:0001933	"negative regulation of protein phosphorylation"	1933	NaN	2.3560258571931225	1.091049531717679	0.8392032574532432	0.77766214	30162
GO:0031396	"regulation of protein ubiquitination"	31396	NaN	2.2833012287035497	0.922081683885295	0.8811644464437516	0.50745693	30162
GO:0031397	"negative regulation of protein ubiquitination"	31397	NaN	1.845098040014257	0.3331080428695568	0.8693672956248623	0.85925487	30162
GO:0031399	"regulation of protein modification process"	31399	NaN	3.0265332645232967	5.126967268514048	0.8712627053157243	0.67614799	30162
GO:0031400	"negative regulation of protein modification process"	31400	NaN	2.519827993775719	1.5931254224196194	0.854897544127551	0.6523993	30162
GO:0031401	"positive regulation of protein modification process"	31401	NaN	2.8506462351830666	3.4179781790093657	0.8389113240135814	0.75000101	30162
GO:0042326	"negative regulation of phosphorylation"	42326	NaN	2.3909351071033793	1.1827749348266872	0.871517146497304	0.93205883	30162
GO:0045936	"negative regulation of phosphate metabolic process"	45936	NaN	2.4785664955938436	1.4482958385632905	0.8699807537374596	0.9625017	30162
GO:0051247	"positive regulation of protein metabolic process"	51247	NaN	3.03342375548695	5.209037366032635	0.8409879253884363	0.73539384	30162
GO:0051248	"negative regulation of protein metabolic process"	51248	NaN	2.808210972924222	3.099353094525442	0.8555897048638659	0.59087727	30162
GO:1901873	"regulation of post-translational protein modification"	1901873	NaN	2.3636119798921444	1.1103601428985228	0.8840549257348757	0.61356691	30162
GO:1901874	"negative regulation of post-translational protein modification"	1901874	NaN	1.9242792860618816	0.4006951820025104	0.8685863124927854	0.87213544	30162
GO:1903320	"regulation of protein modification by small protein conjugation or removal"	1903320	NaN	2.357934847000454	1.0958771845128898	0.8791539553994893	0.96751289	30162
GO:1903321	"negative regulation of protein modification by small protein conjugation or removal"	1903321	NaN	1.9084850188786497	0.38621222361687746	0.8676835257657242	0.97639795	30162
GO:0030334	"regulation of cell migration"	NaN	2.9731278535996988	4.5331659747031	0.9304326180176549	0.07424863	null
GO:0002688	"regulation of leukocyte chemotaxis"	2688	NaN	2.0644579892269186	0.5551800714492614	0.9240840653158097	0.69744486	30334
GO:0002690	"positive regulation of leukocyte chemotaxis"	2690	NaN	1.9590413923210936	0.43448875156898714	0.8976198788509803	0.864884	30334
GO:0010758	"regulation of macrophage chemotaxis"	10758	NaN	1.505149978319906	0.14965723665154002	0.9308264945533683	0.77039844	30334
GO:0010759	"positive regulation of macrophage chemotaxis"	10759	NaN	1.380211241711606	0.11103601428985228	0.9082725148448609	0.91955859	30334
GO:0030335	"positive regulation of cell migration"	30335	NaN	2.739572344450092	2.645553731775611	0.8999526612307649	0.8593456	30334
GO:0040017	"positive regulation of locomotion"	40017	NaN	2.7715874808812555	2.8483151491744714	0.9081760030654431	0.8545895	30334
GO:1905523	"positive regulation of macrophage migration"	1905523	NaN	1.462397997898956	0.1351742782659071	0.921422078929746	0.93335521	30334
GO:2000145	"regulation of cell motility"	2000145	NaN	2.998259338423699	4.803514531234914	0.9302031758369335	0.9274536	30334
GO:2000147	"positive regulation of cell motility"	2000147	NaN	2.7596678446896306	2.771072704451096	0.8995632392822439	0.95787722	30334
GO:2001224	"positive regulation of neuron migration"	2001224	NaN	1.3979400086720377	0.11586366708506324	0.9262199374163889	0.58654753	30334
GO:0031109	"microtubule polymerization or depolymerization"	NaN	1.8195439355418688	0.31379743168871294	0.9350864962764237	0.18927671	null
GO:0031529	"ruffle organization"	NaN	1.4313637641589874	0.12551897267548517	0.9436348694827196	0.14325487	null
GO:0031647	"regulation of protein stability"	NaN	2.4578818967339924	1.380708699430337	0.9438861658211618	0.04043134	null
GO:0032535	"regulation of cellular component size"	NaN	2.615950051656401	1.9889929516269191	0.8849183880245242	0.43093158	null
GO:0032886	"regulation of microtubule-based process"	NaN	2.413299764081252	1.2455344211644297	0.9566062652729438	0.04000636	null
GO:0032970	"regulation of actin filament-based process"	NaN	2.6053050461411096	1.9407164236748093	0.9544316300497461	0.05466824	null
GO:0032984	"protein-containing complex disassembly"	NaN	2.1583624920952498	0.6903543497151685	0.9383697294303888	0.34816871	null
GO:0007019	"microtubule depolymerization"	7019	NaN	1.4313637641589874	0.12551897267548517	0.9287008947175247	0.8584609	32984
GO:0030041	"actin filament polymerization"	30041	NaN	1.5797835966168101	0.17862315342280582	0.9252828510303112	0.84817429	32984
GO:0030042	"actin filament depolymerization"	30042	NaN	1.146128035678238	0.06275948633774259	0.932708572466993	0.67254039	32984
GO:0051261	"protein depolymerization"	51261	NaN	1.6989700043360187	0.23655498696533747	0.9431962263330028	0.75349998	32984
GO:1903008	"organelle disassembly"	1903008	NaN	2.060697840353612	0.5503524186540504	0.9341966330172058	0.81601064	32984
GO:0032989	"cellular anatomical entity morphogenesis"	NaN	2.8363241157067516	3.3069421647195134	0.9559796319737554	0.29451334	null
GO:0000902	"cell morphogenesis"	902	NaN	2.9020028913507296	3.8476392777831414	0.9551206151033134	0.57251973	32989
GO:0001838	"embryonic epithelial tube formation"	1838	NaN	2.187520720836463	0.7386308776672782	0.9432842040379948	0.96737483	32989
GO:0001841	"neural tube formation"	1841	NaN	2.123851640967086	0.6372501689678478	0.9376412551627337	0.94739327	32989
GO:0001843	"neural tube closure"	1843	NaN	2.0492180226701815	0.5358694602684175	0.9386347655902996	0.75217204	32989
GO:0002009	"morphogenesis of an epithelium"	2009	NaN	2.7331972651065692	2.606932509413923	0.948396683689844	0.54093397	32989
GO:0014020	"primary neural tube formation"	14020	NaN	2.0755469613925306	0.5696630298348943	0.9382588500741391	0.96635303	32989
GO:0016331	"morphogenesis of embryonic epithelium"	16331	NaN	2.255272505103306	0.8641498503427634	0.9484634470694789	0.79497058	32989
GO:0021915	"neural tube development"	21915	NaN	2.294466226161593	0.9462199478613499	0.9455057763684915	0.63621973	32989
GO:0035239	"tube morphogenesis"	35239	NaN	2.885361220031512	3.7028096939268127	0.942531937470227	0.71743631	32989
GO:0048646	"anatomical structure formation involved in morphogenesis"	48646	NaN	3.018284308426531	5.030414212609829	0.9535193266417261	0.6109614	32989
GO:0048729	"tissue morphogenesis"	48729	NaN	2.8195439355418688	3.1814231920440283	0.9532263071740795	0.60750861	32989
GO:0060562	"epithelial tube morphogenesis"	60562	NaN	2.575187844927661	1.8103697982041131	0.9416201314755522	0.87173527	32989
GO:0060606	"tube closure"	60606	NaN	2.0530784434834195	0.5406971130636284	0.9480496471242621	0.90713283	32989
GO:0072175	"epithelial tube formation"	72175	NaN	2.2095150145426308	0.7772521000289659	0.943125205068241	0.97065471	32989
GO:0033013	"tetrapyrrole metabolic process"	NaN	1.7160033436347992	0.2462102925557594	0.9237518138862864	0.19316825	null
GO:0033044	"regulation of chromosome organization"	NaN	2.361727836017593	1.105532490103312	0.8637483768328573	0.43693631	null
GO:0010638	"positive regulation of organelle organization"	10638	NaN	2.710963118995276	2.4765858839432267	0.8203294735399782	0.73285315	33044
GO:0010639	"negative regulation of organelle organization"	10639	NaN	2.5440680443502757	1.684850825528628	0.8324910370614558	0.69645934	33044
GO:0030832	"regulation of actin filament length"	30832	NaN	2.2355284469075487	0.8255286279810756	0.8078156375633282	0.87620411	33044
GO:0031110	"regulation of microtubule polymerization or depolymerization"	31110	NaN	1.9444826721501687	0.4200057931833543	0.8660444933912386	0.83442276	33044
GO:0032204	"regulation of telomere maintenance"	32204	NaN	1.9395192526186185	0.41517814038814327	0.8308407006071974	0.82289975	33044
GO:0032956	"regulation of actin cytoskeleton organization"	32956	NaN	2.550228353055094	1.7089890895046829	0.8475747912055466	0.9201603	33044
GO:0051493	"regulation of cytoskeleton organization"	51493	NaN	2.7218106152125467	2.5393453702809694	0.8514338981622027	0.66057658	33044
GO:0051494	"negative regulation of cytoskeleton organization"	51494	NaN	2.2278867046136734	0.8110456695954427	0.8358899700234135	0.78273631	33044
GO:0051495	"positive regulation of cytoskeleton organization"	51495	NaN	2.271841606536499	0.8979434199092402	0.8289599866143953	0.79154381	33044
GO:0070507	"regulation of microtubule cytoskeleton organization"	70507	NaN	2.187520720836463	0.7386308776672782	0.8596859423349077	0.57391724	33044
GO:0110053	"regulation of actin filament organization"	110053	NaN	2.436162647040756	1.3131215602973834	0.8481447579940604	0.77481432	33044
GO:1902904	"negative regulation of supramolecular fiber organization"	1902904	NaN	2.2278867046136734	0.8110456695954427	0.8456346451901413	0.85636594	33044
GO:1902905	"positive regulation of supramolecular fiber organization"	1902905	NaN	2.2405492482826	0.8351839335714974	0.8397347490058832	0.85912039	33044
GO:2001252	"positive regulation of chromosome organization"	2001252	NaN	2	0.47793762672588586	0.8409788450704843	0.54854872	33044
GO:0033119	"negative regulation of RNA splicing"	NaN	1.4771212547196624	0.14000193106111808	0.9039519032634171	0.26153661	null
GO:0033143	"regulation of intracellular steroid hormone receptor signaling pathway"	NaN	1.863322860120456	0.34759100125518977	0.9364292755472211	0.21837352	null
GO:0033146	"regulation of intracellular estrogen receptor signaling pathway"	NaN	1.5563025007672873	0.1689678478323839	0.9404677026888232	0.27932679	null
GO:0033993	"response to lipid"	NaN	2.9566485792052033	4.364198126870716	0.9268474064237883	0.40987502	null
GO:0009725	"response to hormone"	9725	NaN	2.921686475483602	4.026262431205948	0.9131053236068292	0.5367682	33993
GO:0014070	"response to organic cyclic compound"	14070	NaN	2.966610986681934	4.465578835570145	0.9266502152795489	0.54567579	33993
GO:0030518	"intracellular steroid hormone receptor signaling pathway"	30518	NaN	1.7160033436347992	0.2462102925557594	0.8665532096625648	0.78599033	33993
GO:0030520	"intracellular estrogen receptor signaling pathway"	30520	NaN	1.255272505103306	0.08207009751858646	0.8779205916170296	0.8862857	33993
GO:0031960	"response to corticosteroid"	31960	NaN	2.2600713879850747	0.8738051559331853	0.912633512721307	0.68339074	33993
GO:0032870	"cellular response to hormone stimulus"	32870	NaN	2.694605198933569	2.3848604808342184	0.8912679988061093	0.76896059	33993
GO:0043401	"steroid hormone mediated signaling pathway"	43401	NaN	1.792391689498254	0.29448682050786906	0.8650157568544857	0.87284282	33993
GO:0048545	"response to steroid hormone"	48545	NaN	2.4578818967339924	1.380708699430337	0.9133986956311129	0.65789339	33993
GO:0050847	"progesterone receptor signaling pathway"	50847	NaN	1.0413926851582251	0.04827652795210968	0.8827672880770204	0.85181396	33993
GO:0051385	"response to mineralocorticoid"	51385	NaN	1.6812412373755872	0.2268996813749155	0.9222000140138512	0.7800617	33993
GO:0071383	"cellular response to steroid hormone stimulus"	71383	NaN	2.1522883443830563	0.6806990441247466	0.895792847401001	0.86813945	33993
GO:0071389	"cellular response to mineralocorticoid stimulus"	71389	NaN	1.1139433523068367	0.05793183354253162	0.913199656881498	0.83101978	33993
GO:0071396	"cellular response to lipid"	71396	NaN	2.7315887651867388	2.5972772038235012	0.8999588161576703	0.75506238	33993
GO:0071407	"cellular response to organic cyclic compound"	71407	NaN	2.663700925389648	2.2207202857970456	0.9019345360740586	0.73423463	33993
GO:0071495	"cellular response to endogenous stimulus"	71495	NaN	3.0595634179012676	5.53249010331177	0.936372342220371	0.80742727	33993
GO:1904044	"response to aldosterone"	1904044	NaN	1.2304489213782739	0.07724244472337549	0.9226472001145221	0.70946206	33993
GO:0034248	"regulation of amide metabolic process"	NaN	2.677606952720493	2.2931350777252097	0.9143204216163794	0.2443249	null
GO:0034330	"cell junction organization"	NaN	2.7788744720027396	2.896591677126581	0.9418042796692012	0.26628177	null
GO:0034502	"protein localization to chromosome"	NaN	1.9590413923210936	0.43448875156898714	0.9340460998354798	0.32818325	null
GO:0034504	"protein localization to nucleus"	34504	NaN	2.296665190261531	0.9510476006565608	0.9288494116827234	0.63256085	34502
GO:0072594	"establishment of protein localization to organelle"	72594	NaN	2.5390760987927767	1.665540214347784	0.9212692489827299	0.72969878	34502
GO:0034660	"ncRNA metabolic process"	NaN	2.711807229041191	2.4814135367384376	0.898968708447562	0.45070625	null
GO:0006259	"DNA metabolic process"	6259	NaN	2.8488047010518036	3.4034952206237326	0.8972873301851036	0.58930372	34660
GO:0016072	"rRNA metabolic process"	16072	NaN	2.376576957056512	1.1441537124649994	0.9044191704593109	0.60526615	34660
GO:0034470	"ncRNA processing"	34470	NaN	2.60422605308447	1.9358887708795982	0.8950528838625735	0.85670203	34660
GO:0034976	"response to endoplasmic reticulum stress"	NaN	2.361727836017593	1.105532490103312	0.9369101599084178	0.4182916	null
GO:0062197	"cellular response to chemical stress"	62197	NaN	2.444044795918076	1.3372598242734381	0.9088673282330305	0.54294756	34976
GO:0035148	"tube formation"	NaN	2.2430380486862944	0.8400115863667086	0.9502252513158104	0.4661213	null
GO:0035295	"tube development"	NaN	3.012415374762433	4.962827073476875	0.9587718095457745	0.31373016	null
GO:0035966	"response to topologically incorrect protein"	NaN	2.0718820073061255	0.5648353770396833	0.9318138183872905	0.32865296	null
GO:0036120	"cellular response to platelet-derived growth factor stimulus"	NaN	1.414973347970818	0.1206913198802742	0.9536361959715839	0.08171998	null
GO:0036119	"response to platelet-derived growth factor"	36119	NaN	1.462397997898956	0.1351742782659071	0.9551000335281288	0.53820815	36120
GO:0040011	"locomotion"	NaN	2.5809249756756194	1.834508062180168	1	0	null
GO:0040012	"regulation of locomotion"	NaN	3.0170333392987803	5.0159312542241965	0.9544363269750317	0.06414313	null
GO:0042060	"wound healing"	NaN	2.4345689040341987	1.3082939075021724	0.958640111707663	0.10547865	null
GO:0042168	"heme metabolic process"	NaN	1.5563025007672873	0.1689678478323839	0.9186155928544061	0.28154112	null
GO:0006778	"porphyrin-containing compound metabolic process"	6778	NaN	1.6334684555795864	0.20276141739886067	0.9175275005070969	0.95230399	42168
GO:0006779	"porphyrin-containing compound biosynthetic process"	6779	NaN	1.462397997898956	0.1351742782659071	0.9108596230221004	0.98399854	42168
GO:0006783	"heme biosynthetic process"	6783	NaN	1.380211241711606	0.11103601428985228	0.9122729691695756	0.93859963	42168
GO:0033014	"tetrapyrrole biosynthetic process"	33014	NaN	1.462397997898956	0.1351742782659071	0.9111995188634373	0.92257815	42168
GO:0042254	"ribosome biogenesis"	NaN	2.484299839346786	1.4676064497441343	0.9271430250622532	0.36182585	null
GO:0000027	"ribosomal large subunit assembly"	27	NaN	1.0413926851582251	0.04827652795210968	0.9321779391559288	0.63874674	42254
GO:0000028	"ribosomal small subunit assembly"	28	NaN	1.255272505103306	0.08207009751858646	0.928443844297005	0.82711052	42254
GO:0000462	"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	462	NaN	1.5314789170422551	0.15931254224196195	0.8713092420554565	0.84998497	42254
GO:0006364	"rRNA processing"	6364	NaN	2.3201462861110542	1.0041517814038814	0.8489784149450605	0.85847496	42254
GO:0030490	"maturation of SSU-rRNA"	30490	NaN	1.6989700043360187	0.23655498696533747	0.8669404251255762	0.7376064	42254
GO:0042255	"ribosome assembly"	42255	NaN	1.6720978579357175	0.22207202857970457	0.9274378854271343	0.73309579	42254
GO:0042273	"ribosomal large subunit biogenesis"	42273	NaN	1.8129133566428555	0.30896977889350197	0.9356951228763282	0.75730272	42254
GO:0042274	"ribosomal small subunit biogenesis"	42274	NaN	2.0043213737826426	0.4827652795210968	0.9331228574912398	0.79267444	42254
GO:0042391	"regulation of membrane potential"	NaN	2.7024305364455254	2.428309355991117	0.9403814377609886	0.41696107	null
GO:0042407	"cristae formation"	NaN	1.1760912590556813	0.06758713913295356	0.9493062971987212	0.46401944	null
GO:0042440	"pigment metabolic process"	NaN	1.7781512503836436	0.2848315149174471	0.9670812024709022	0	null
GO:0042592	"homeostatic process"	NaN	3.184975190698261	7.386308776672782	1	0	null
GO:0042698	"ovulation cycle"	NaN	1.919078092376074	0.39586752920729945	0.9794966952243127	0	null
GO:0022602	"ovulation cycle process"	22602	NaN	1.7634279935629373	0.2751762093270252	0.9795204110361383	0.7191693	42698
GO:0042699	"follicle-stimulating hormone signaling pathway"	42699	NaN	0.9030899869919435	0.03379356956647678	0.9029464433841853	0.79347352	42698
GO:0048477	"oogenesis"	48477	NaN	2.0718820073061255	0.5648353770396833	0.9518167738524731	0.52084587	42698
GO:0042762	"regulation of sulfur metabolic process"	NaN	1.146128035678238	0.06275948633774259	0.9407396052926528	0.03168638	null
GO:0043067	"regulation of programmed cell death"	NaN	3.212986184736668	7.878729361784301	0.9458136692167946	0.08160511	null
GO:0043243	"positive regulation of protein-containing complex disassembly"	NaN	1.591064607026499	0.1834508062180168	0.8568479731880697	0.30465996	null
GO:0007026	"negative regulation of microtubule depolymerization"	7026	NaN	1.5314789170422551	0.15931254224196195	0.8438054783304927	0.90745725	43243
GO:0030834	"regulation of actin filament depolymerization"	30834	NaN	1.7993405494535817	0.29931447330308003	0.8104007383683919	0.9306608	43243
GO:0030835	"negative regulation of actin filament depolymerization"	30835	NaN	1.662757831681574	0.21724437578449357	0.7968163750985379	0.93145831	43243
GO:0030836	"positive regulation of actin filament depolymerization"	30836	NaN	1.146128035678238	0.06275948633774259	0.8103569936290047	0.87549175	43243
GO:0031111	"negative regulation of microtubule polymerization or depolymerization"	31111	NaN	1.6720978579357175	0.22207202857970457	0.8503788686002003	0.87632409	43243
GO:0031114	"regulation of microtubule depolymerization"	31114	NaN	1.5797835966168101	0.17862315342280582	0.861382466659967	0.79683793	43243
GO:0043242	"negative regulation of protein-containing complex disassembly"	43242	NaN	1.9395192526186185	0.41517814038814327	0.851042366868838	0.92033712	43243
GO:0051016	"barbed-end actin filament capping"	51016	NaN	1.3617278360175928	0.10620836149464132	0.7993889082585012	0.80570455	43243
GO:1901879	"regulation of protein depolymerization"	1901879	NaN	2.0043213737826426	0.4827652795210968	0.8723370269488566	0.9110276	43243
GO:1901880	"negative regulation of protein depolymerization"	1901880	NaN	1.8920946026904804	0.3717292652312446	0.8511001600537424	0.89036504	43243
GO:1901881	"positive regulation of protein depolymerization"	1901881	NaN	1.3010299956639813	0.0917254031090084	0.8632149344803892	0.74883579	43243
GO:2000812	"regulation of barbed-end actin filament capping"	2000812	NaN	1	0.04344887515689872	0.8269141593431328	0.70898903	43243
GO:0043244	"regulation of protein-containing complex disassembly"	NaN	2.143014800254095	0.6662160857391136	0.8851611353839671	0.34101783	null
GO:0043248	"proteasome assembly"	NaN	1.146128035678238	0.06275948633774259	0.9459739248592859	0.2528279	null
GO:0043269	"regulation of monoatomic ion transport"	NaN	2.6541765418779604	2.1724437578449356	0.906949297452607	0.48743942	null
GO:0030100	"regulation of endocytosis"	30100	NaN	2.505149978319906	1.540021241672299	0.8294193555169691	0.56799458	43269
GO:0032880	"regulation of protein localization"	32880	NaN	2.975891136401793	4.562131891474365	0.8902215660477467	0.59041079	43269
GO:0034762	"regulation of transmembrane transport"	34762	NaN	2.615950051656401	1.9889929516269191	0.9037483273848295	0.58675203	43269
GO:0045807	"positive regulation of endocytosis"	45807	NaN	2.278753600952829	0.912426378294873	0.8097602484222113	0.83309249	43269
GO:0048259	"regulation of receptor-mediated endocytosis"	48259	NaN	2.0755469613925306	0.5696630298348943	0.8446419095510255	0.74410147	43269
GO:0051049	"regulation of transport"	51049	NaN	3.2392994791268923	8.37114994689582	0.8948325038699174	0.7474703	43269
GO:0051050	"positive regulation of transport"	51050	NaN	2.9800033715837464	4.605580766631264	0.8679310105427842	0.6831784	43269
GO:0051222	"positive regulation of protein transport"	51222	NaN	2.4608978427565478	1.390364005020759	0.867363627530051	0.86606553	43269
GO:0051223	"regulation of protein transport"	51223	NaN	2.705007959333336	2.44279231437675	0.8919411226292737	0.83298673	43269
GO:0060341	"regulation of cellular localization"	60341	NaN	3.0211892990699383	5.0642077821763065	0.8967093174029119	0.67272746	43269
GO:0060627	"regulation of vesicle-mediated transport"	60627	NaN	2.7641761323903307	2.8000386212223614	0.9000059397838599	0.61385209	43269
GO:0070201	"regulation of establishment of protein localization"	70201	NaN	2.7708520116421442	2.8434874963792605	0.8951064573266306	0.85201969	43269
GO:0099149	"regulation of postsynaptic neurotransmitter receptor internalization"	99149	NaN	1.462397997898956	0.1351742782659071	0.8566376396483936	0.64480633	43269
GO:1900180	"regulation of protein localization to nucleus"	1900180	NaN	2.1583624920952498	0.6903543497151685	0.9095715594299731	0.70243662	43269
GO:1900181	"negative regulation of protein localization to nucleus"	1900181	NaN	1.6334684555795864	0.20276141739886067	0.898089775505095	0.60978133	43269
GO:1903829	"positive regulation of protein localization"	1903829	NaN	2.699837725867246	2.413826397605484	0.866869567993845	0.83152793	43269
GO:1904951	"positive regulation of establishment of protein localization"	1904951	NaN	2.5390760987927767	1.665540214347784	0.8698106556630129	0.88609839	43269
GO:1905475	"regulation of protein localization to membrane"	1905475	NaN	2.322219294733919	1.0089794341990925	0.9060998091588753	0.7371296	43269
GO:1905477	"positive regulation of protein localization to membrane"	1905477	NaN	2.0681858617461617	0.5600077242444723	0.8841132631066082	0.68466804	43269
GO:0043276	"anoikis"	NaN	1	0.04344887515689872	0.9857446169861036	0.00835071	null
GO:0043393	"regulation of protein binding"	NaN	1.5797835966168101	0.17862315342280582	0.9201330103625195	0.02630777	null
GO:0032092	"positive regulation of protein binding"	32092	NaN	1.2041199826559248	0.07241479192816452	0.9235639295874806	0.83439486	43393
GO:0032409	"regulation of transporter activity"	32409	NaN	2.03342375548695	0.5165588490875737	0.9148721099437284	0.53618167	43393
GO:0034260	"negative regulation of GTPase activity"	34260	NaN	1.0791812460476249	0.05310418074732066	0.9007116246024806	0.68425563	43393
GO:0043085	"positive regulation of catalytic activity"	43085	NaN	2.496929648073215	1.5110553249010332	0.8985314980409701	0.84608474	43393
GO:0043086	"negative regulation of catalytic activity"	43086	NaN	2.1903316981702914	0.7434585304624892	0.9041877516585324	0.67448478	43393
GO:0043087	"regulation of GTPase activity"	43087	NaN	2.03342375548695	0.5165588490875737	0.9080744099386459	0.80074775	43393
GO:0044092	"negative regulation of molecular function"	44092	NaN	2.444044795918076	1.3372598242734381	0.9068624886531603	0.64884922	43393
GO:0044093	"positive regulation of molecular function"	44093	NaN	2.682145076373832	2.3172733417012648	0.9015181993324073	0.76939083	43393
GO:0050790	"regulation of catalytic activity"	50790	NaN	2.6972293427597176	2.3993434392198516	0.9011596713234103	0.82940143	43393
GO:0051099	"positive regulation of binding"	51099	NaN	1.5563025007672873	0.1689678478323839	0.9183265757552447	0.89001507	43393
GO:0051338	"regulation of transferase activity"	51338	NaN	2.401400540781544	1.211740851597953	0.9017007741872517	0.78166136	43393
GO:0051346	"negative regulation of hydrolase activity"	51346	NaN	1.792391689498254	0.29448682050786906	0.9099135505016664	0.79349993	43393
GO:0051348	"negative regulation of transferase activity"	51348	NaN	1.9344984512435677	0.4103504875929323	0.9038498901432298	0.85929719	43393
GO:0043484	"regulation of RNA splicing"	NaN	2.2833012287035497	0.922081683885295	0.9137316420614809	0.24997014	null
GO:0043543	"protein acylation"	NaN	1.7558748556724915	0.2703485565318142	0.9346339628115912	0.38190934	null
GO:0043603	"amide metabolic process"	NaN	2.9138138523837167	3.9538476392777833	0.9425933293038135	0.17410665	null
GO:0044087	"regulation of cellular component biogenesis"	NaN	2.997386384397313	4.793859225644492	0.9492268603412612	0.06522423	null
GO:0044091	"membrane biogenesis"	NaN	1.8195439355418688	0.31379743168871294	0.9446932911717523	0.27501497	null
GO:0044281	"small molecule metabolic process"	NaN	3.2073650374690716	7.77734865308487	0.9523639861266003	0.21536944	null
GO:0044788	"modulation by host of viral process"	NaN	1.5563025007672873	0.1689678478323839	0.9974846147392588	0	null
GO:0044794	"positive regulation by host of viral process"	44794	NaN	1.255272505103306	0.08207009751858646	0.9974846147392588	0.85199402	44788
GO:0045056	"transcytosis"	NaN	1.3424226808222062	0.10138070869943033	0.9354526633725702	0.22842688	null
GO:0045070	"positive regulation of viral genome replication"	NaN	1.380211241711606	0.11103601428985228	0.9447651413586317	0.02835499	null
GO:0045472	"response to ether"	NaN	1.3617278360175928	0.10620836149464132	0.9412379281791268	0.22112593	null
GO:0045926	"negative regulation of growth"	NaN	2.399673721481038	1.206913198802742	0.9290597324840459	0.04444306	null
GO:0001558	"regulation of cell growth"	1558	NaN	2.6314437690131722	2.0614077435550837	0.8652067214816919	0.80885281	45926
GO:0030307	"positive regulation of cell growth"	30307	NaN	2.2648178230095364	0.8834604615236071	0.8528058684028361	0.73392109	45926
GO:0030308	"negative regulation of cell growth"	30308	NaN	2.292256071356476	0.9413922950661389	0.8595888455506503	0.89277318	45926
GO:0048640	"negative regulation of developmental growth"	48640	NaN	2.100370545117563	0.603456599401371	0.923047310622702	0.70455822	45926
GO:0046292	"formaldehyde metabolic process"	NaN	0.7781512503836436	0.02413826397605484	0.9480246332419086	0.11894769	null
GO:0046578	"regulation of Ras protein signal transduction"	NaN	1.7481880270062005	0.26552090373660325	0.9327580330855151	0.29021699	null
GO:0046579	"positive regulation of Ras protein signal transduction"	46579	NaN	1.3617278360175928	0.10620836149464132	0.914071753026455	0.69305121	46578
GO:0051057	"positive regulation of small GTPase mediated signal transduction"	51057	NaN	1.9344984512435677	0.4103504875929323	0.9032437847372596	0.77502567	46578
GO:0046903	"secretion"	NaN	2.7528164311882715	2.727623829294197	0.9434329278981265	0.33269924	null
GO:0048144	"fibroblast proliferation"	NaN	1.7634279935629373	0.2751762093270252	0.9877898728037013	0.44357054	null
GO:0048193	"Golgi vesicle transport"	NaN	2.429752280002408	1.2938109491165395	0.9315745775200106	0.46592539	null
GO:0006887	"exocytosis"	6887	NaN	2.392696953259666	1.1876025876218983	0.9303524440772335	0.59650027	48193
GO:0006888	"endoplasmic reticulum to Golgi vesicle-mediated transport"	6888	NaN	2.0791812460476247	0.5744906826301052	0.9232957727073252	0.81150533	48193
GO:0006892	"post-Golgi vesicle-mediated transport"	6892	NaN	1.968482948553935	0.44414405715940913	0.937519772536152	0.53641605	48193
