TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0010557	"positive regulation of macromolecule biosynthetic process"	NaN	3.405346360175709	12.271893405426281	0.8796628190453137	0.36453319	null
GO:0051240	"positive regulation of multicellular organismal process"	NaN	3.2576785748691846	8.733223906536642	0.919951298444663	0.27056177	null
GO:0044281	"small molecule metabolic process"	NaN	3.2073650374690716	7.77734865308487	0.9091905353223139	0.22246747	null
GO:0042592	"homeostatic process"	NaN	3.184975190698261	7.386308776672782	1	0	null
GO:0009719	"response to endogenous stimulus"	NaN	3.1646502159342966	7.048373081008013	0.9854678396014349	0.15607498	null
GO:0080134	"regulation of response to stress"	NaN	3.1271047983648077	6.464227092787486	0.9529072843534324	0.41599566	null
GO:0030030	"cell projection organization"	NaN	3.1189257528257768	6.343535772907212	0.9305072982507798	0.31064959	null
GO:0007049	"cell cycle"	NaN	3.1136091510730277	6.2662933281838376	0.9836988650383329	0.02126082	null
GO:1901566	"organonitrogen compound biosynthetic process"	NaN	3.1085650237328344	6.1938785362556725	0.855344957279067	0.45401833	null
GO:0016192	"vesicle-mediated transport"	NaN	3.1048284036536553	6.140774355508352	0.9277286485034429	0.4927905	null
GO:1990778	"protein localization to cell periphery"	NaN	2.450249108319361	1.3565704354542822	0.934309108570347	0.44524377	null
GO:0045184	"establishment of protein localization"	45184	NaN	3.1058506743851435	6.155257313893984	0.9169431511485213	0.69810733	1990778
GO:0046907	"intracellular transport"	46907	NaN	3.0670708560453703	5.629043159215989	0.9190838793628442	0.70822177	1990778
GO:0015031	"protein transport"	15031	NaN	3.0330214446829107	5.204209713237424	0.9142710625930839	0.7922607	1990778
GO:0033365	"protein localization to organelle"	33365	NaN	2.8779469516291885	3.6400502075890704	0.9258516324559226	0.60298635	1990778
GO:0006886	"intracellular protein transport"	6886	NaN	2.7323937598229686	2.602104856618712	0.9200109631800917	0.61177314	1990778
GO:0072657	"protein localization to membrane"	72657	NaN	2.6884198220027105	2.3510669112677416	0.9266293798634554	0.52905685	1990778
GO:0072659	"protein localization to plasma membrane"	72659	NaN	2.3443922736851106	1.062083614946413	0.9328556422604537	0.84515824	1990778
GO:0043113	"receptor clustering"	43113	NaN	1.7634279935629373	0.2751762093270252	0.9415485353202937	0.72682187	1990778
GO:0022604	"regulation of cell morphogenesis"	NaN	2.4345689040341987	1.3082939075021724	0.9513302341091765	0.47953334	null
GO:0018193	"peptidyl-amino acid modification"	NaN	2.4313637641589874	1.2986386019117506	0.882985294874866	0.23557683	null
GO:1903050	"regulation of proteolysis involved in protein catabolic process"	NaN	2.359835482339888	1.1007048373081008	0.9155452787783912	0.47387528	null
GO:0051247	"positive regulation of protein metabolic process"	51247	NaN	3.03342375548695	5.209037366032635	0.8746102057603764	0.73539384	1903050
GO:0031399	"regulation of protein modification process"	31399	NaN	3.0265332645232967	5.126967268514048	0.9048717751995786	0.67614799	1903050
GO:0051248	"negative regulation of protein metabolic process"	51248	NaN	2.808210972924222	3.099353094525442	0.9019332724712383	0.57745598	1903050
GO:0042176	"regulation of protein catabolic process"	42176	NaN	2.5490032620257876	1.704161436709472	0.9143512570353488	0.50779218	1903050
GO:0061136	"regulation of proteasomal protein catabolic process"	61136	NaN	2.290034611362518	0.936564642270928	0.9147219123592095	0.93793166	1903050
GO:2000058	"regulation of ubiquitin-dependent protein catabolic process"	2000058	NaN	2.2174839442139063	0.7917350584145989	0.9162004658460239	0.89934119	1903050
GO:0032434	"regulation of proteasomal ubiquitin-dependent protein catabolic process"	32434	NaN	2.113943352306837	0.6227672105822148	0.918229511265541	0.79720537	1903050
GO:0072522	"purine-containing compound biosynthetic process"	NaN	2.3404441148401185	1.052428309355991	0.8152551663691081	0.43126644	null
GO:0009165	"nucleotide biosynthetic process"	9165	NaN	2.404833716619938	1.221396157188375	0.7491467487293351	0.96693031	72522
GO:0006164	"purine nucleotide biosynthetic process"	6164	NaN	2.326335860928751	1.0186347397895144	0.7466977348269607	0.96628078	72522
GO:0009260	"ribonucleotide biosynthetic process"	9260	NaN	2.294466226161593	0.9462199478613499	0.7517983594382511	0.97550862	72522
GO:0009144	"purine nucleoside triphosphate metabolic process"	9144	NaN	2.290034611362518	0.936564642270928	0.7645071979878553	0.9730463	72522
GO:0009199	"ribonucleoside triphosphate metabolic process"	9199	NaN	2.285557309007774	0.9269093366805059	0.7647490041691425	0.95464487	72522
GO:0009205	"purine ribonucleoside triphosphate metabolic process"	9205	NaN	2.271841606536499	0.8979434199092402	0.7650035623511822	0.96984183	72522
GO:0009152	"purine ribonucleotide biosynthetic process"	9152	NaN	2.2600713879850747	0.8738051559331853	0.7473670134795446	0.86481177	72522
GO:0046034	"ATP metabolic process"	46034	NaN	2.2121876044039577	0.7820797528241769	0.7556371248385356	0.89523902	72522
GO:0009142	"nucleoside triphosphate biosynthetic process"	9142	NaN	2.012837224705172	0.4924205851115188	0.7658712692342966	0.75509427	72522
GO:0009201	"ribonucleoside triphosphate biosynthetic process"	9201	NaN	1.9822712330395684	0.458627015545042	0.7646891479258918	0.9780308	72522
GO:0009145	"purine nucleoside triphosphate biosynthetic process"	9145	NaN	1.9637878273455553	0.4393164043641981	0.7656359777609612	0.96162812	72522
GO:0009206	"purine ribonucleoside triphosphate biosynthetic process"	9206	NaN	1.9590413923210936	0.43448875156898714	0.7656241034753287	0.98181746	72522
GO:0006754	"ATP biosynthetic process"	6754	NaN	1.9030899869919435	0.3813845708216665	0.7595821044791768	0.95943318	72522
GO:0015986	"proton motive force-driven ATP synthesis"	15986	NaN	1.8388490907372552	0.32828039007434584	0.7627972213447419	0.88274155	72522
GO:0033866	"nucleoside bisphosphate biosynthetic process"	33866	NaN	1.6334684555795864	0.20276141739886067	0.7867045916341016	0.83435293	72522
GO:0034030	"ribonucleoside bisphosphate biosynthetic process"	34030	NaN	1.6334684555795864	0.20276141739886067	0.7859203303284854	0.54750788	72522
GO:0034033	"purine nucleoside bisphosphate biosynthetic process"	34033	NaN	1.6334684555795864	0.20276141739886067	0.7800032300289705	0.99797239	72522
GO:0007163	"establishment or maintenance of cell polarity"	NaN	2.3344537511509307	1.0379453509703582	0.9869765479287669	0	null
GO:0048639	"positive regulation of developmental growth"	NaN	2.315970345456918	0.9944964758134596	0.9276494021988798	0.46254789	null
GO:0031503	"protein-containing complex localization"	NaN	2.294466226161593	0.9462199478613499	0.9592314150200555	0	null
GO:0031396	"regulation of protein ubiquitination"	NaN	2.2833012287035497	0.922081683885295	0.9182969021697199	0.24997014	null
GO:1903320	"regulation of protein modification by small protein conjugation or removal"	1903320	NaN	2.357934847000454	1.0958771845128898	0.9167834730784348	0.96751289	31396
GO:0006457	"protein folding"	NaN	2.255272505103306	0.8641498503427634	0.8639133621710079	0.35613906	null
GO:0050821	"protein stabilization"	NaN	2.24551266781415	0.8448392391619195	0.9591132235769777	0.36332346	null
GO:0007584	"response to nutrient"	NaN	2.225309281725863	0.8062180168002318	0.9776212886255522	0.19201504	null
GO:0099504	"synaptic vesicle cycle"	NaN	2.214843848047698	0.7869074056193878	0.9350763077133042	0.34746225	null
GO:0099003	"vesicle-mediated transport in synapse"	99003	NaN	2.2624510897304293	0.8786328087283962	0.9420878181512883	0.54677445	99504
GO:0044770	"cell cycle phase transition"	NaN	2.167317334748176	0.7048373081008014	0.9682704560352338	0.01264662	null
GO:0022402	"cell cycle process"	22402	NaN	2.9459607035775686	4.257989765376074	0.9638801199435795	0.76998506	44770
GO:0000278	"mitotic cell cycle"	278	NaN	2.7589118923979736	2.766245051655885	0.9655516764511947	0.71001864	44770
GO:1903047	"mitotic cell cycle process"	1903047	NaN	2.6989700043360187	2.4089987448102734	0.963553103270185	0.69623401	44770
GO:0000819	"sister chromatid segregation"	819	NaN	2.1492191126553797	0.6758713913295356	0.9175432035429536	0.60731734	44770
GO:0044843	"cell cycle G1/S phase transition"	44843	NaN	1.8195439355418688	0.31379743168871294	0.968833607376537	0.85124582	44770
GO:0000082	"G1/S transition of mitotic cell cycle"	82	NaN	1.806179973983887	0.304142126098291	0.9683952206612361	0.73275763	44770
GO:0017148	"negative regulation of translation"	NaN	2.093421685162235	0.5938012938109491	0.9120621710318995	0.44407122	null
GO:0006417	"regulation of translation"	6417	NaN	2.6127838567197355	1.9745099932412862	0.9073955753222922	0.8295129	17148
GO:0034249	"negative regulation of amide metabolic process"	34249	NaN	2.161368002234975	0.6951820025103795	0.9284002093355954	0.73078361	17148
GO:0019058	"viral life cycle"	NaN	2.0530784434834195	0.5406971130636284	0.9957930458007607	0	null
GO:0019079	"viral genome replication"	19079	NaN	1.0413926851582251	0.04827652795210968	0.9957930458007607	0.77910681	19058
GO:1902414	"protein localization to cell junction"	NaN	2.03342375548695	0.5165588490875737	0.9409346738447267	0.24173928	null
GO:0071322	"cellular response to carbohydrate stimulus"	NaN	2.0253058652647704	0.5069035434971516	0.954058916145156	0.41723034	null
GO:1901701	"cellular response to oxygen-containing compound"	1901701	NaN	3.048053173115609	5.387660519455441	0.9451237227747099	0.56179335	71322
GO:0051258	"protein polymerization"	NaN	2.012837224705172	0.4924205851115188	0.9333777686064623	0.44588303	null
GO:0033108	"mitochondrial respiratory chain complex assembly"	33108	NaN	2.0043213737826426	0.4827652795210968	0.9248289009974159	0.51328435	51258
GO:0034763	"negative regulation of transmembrane transport"	NaN	1.99563519459755	0.47310997393067494	0.8783076268891197	0.22808016	null
GO:0034764	"positive regulation of transmembrane transport"	34764	NaN	2.307496037913213	0.9751858646326156	0.8566137451201173	0.76916316	34763
GO:0042180	"cellular ketone metabolic process"	NaN	1.9822712330395684	0.458627015545042	0.8423086120440877	0.36178247	null
GO:0006082	"organic acid metabolic process"	6082	NaN	2.921686475483602	4.026262431205948	0.8013078728551704	0.72905627	42180
GO:0043436	"oxoacid metabolic process"	43436	NaN	2.9138138523837167	3.9538476392777833	0.7923542275176876	0.95162284	42180
GO:0019752	"carboxylic acid metabolic process"	19752	NaN	2.9057958803678687	3.8814328473496187	0.792631323104444	0.69250462	42180
GO:0055086	"nucleobase-containing small molecule metabolic process"	55086	NaN	2.7737864449811935	2.862798107560104	0.7948838567530147	0.63768222	42180
GO:0032787	"monocarboxylic acid metabolic process"	32787	NaN	2.7520484478194387	2.7227961764989863	0.8008027157884511	0.90558578	42180
GO:0044283	"small molecule biosynthetic process"	44283	NaN	2.6522463410033232	2.1627884522545138	0.8235141628224619	0.51100178	42180
GO:0006631	"fatty acid metabolic process"	6631	NaN	2.5634810853944106	1.7620932702520034	0.8086837642461329	0.85151172	42180
GO:0016053	"organic acid biosynthetic process"	16053	NaN	2.416640507338281	1.2551897267548517	0.8080617063298435	0.85525927	42180
GO:0046394	"carboxylic acid biosynthetic process"	46394	NaN	2.4099331233312946	1.2358791155740079	0.8075696288916044	0.8119888	42180
GO:0016054	"organic acid catabolic process"	16054	NaN	2.359835482339888	1.1007048373081008	0.7917144646122045	0.89710865	42180
GO:0046395	"carboxylic acid catabolic process"	46395	NaN	2.359835482339888	1.1007048373081008	0.7914861101700426	0.79986559	42180
GO:0008652	"amino acid biosynthetic process"	8652	NaN	1.792391689498254	0.29448682050786906	0.8196937720357471	0.8458858	42180
GO:0099072	"regulation of postsynaptic membrane neurotransmitter receptor levels"	NaN	1.9590413923210936	0.43448875156898714	0.9617779046317138	0.26971992	null
GO:0080164	"regulation of nitric oxide metabolic process"	NaN	1.8976270912904414	0.3765569180264555	0.9455305353820619	0.18857575	null
GO:0045428	"regulation of nitric oxide biosynthetic process"	NaN	1.8750612633917	0.35724630684561165	0.9348235704777609	0.17641475	null
GO:1904407	"positive regulation of nitric oxide metabolic process"	1904407	NaN	1.7160033436347992	0.2462102925557594	0.917862655182541	0.95536861	45428
GO:0045429	"positive regulation of nitric oxide biosynthetic process"	45429	NaN	1.6989700043360187	0.23655498696533747	0.9140813765714367	0.95209672	45428
GO:0051098	"regulation of binding"	NaN	1.8573324964312685	0.34276334845997875	0.951328760934135	0.03834186	null
GO:0019220	"regulation of phosphate metabolic process"	19220	NaN	2.9951962915971793	4.769720961668437	0.9205668895943988	0.92721107	51098
GO:0042325	"regulation of phosphorylation"	42325	NaN	2.9258275746247424	4.064883653567635	0.922166948265111	0.89514036	51098
GO:0001932	"regulation of protein phosphorylation"	1932	NaN	2.8959747323590648	3.7945350970358214	0.893387648660688	0.77865555	51098
GO:0031401	"positive regulation of protein modification process"	31401	NaN	2.8506462351830666	3.4179781790093657	0.8786243441555917	0.84791399	51098
GO:0050790	"regulation of catalytic activity"	50790	NaN	2.6972293427597176	2.3993434392198516	0.9407826263675174	0.82940143	51098
GO:0044093	"positive regulation of molecular function"	44093	NaN	2.682145076373832	2.3172733417012648	0.9410079448475704	0.65844517	51098
GO:0043085	"positive regulation of catalytic activity"	43085	NaN	2.496929648073215	1.5110553249010332	0.9412833545425131	0.84608474	51098
GO:0051338	"regulation of transferase activity"	51338	NaN	2.401400540781544	1.211740851597953	0.9436689059391787	0.80599039	51098
GO:0043549	"regulation of kinase activity"	43549	NaN	2.311753861055754	0.9848411702230376	0.9075038403018981	0.74132303	51098
GO:0043393	"regulation of protein binding"	43393	NaN	1.5797835966168101	0.17862315342280582	0.9499985303928554	0.51786087	51098
GO:0051099	"positive regulation of binding"	51099	NaN	1.5563025007672873	0.1689678478323839	0.9496605390706242	0.89001507	51098
GO:0032092	"positive regulation of protein binding"	32092	NaN	1.2041199826559248	0.07241479192816452	0.952965412381664	0.83439486	51098
GO:0070542	"response to fatty acid"	NaN	1.8195439355418688	0.31379743168871294	0.9702016181399669	0.20795258	null
GO:0002040	"sprouting angiogenesis"	NaN	1.7853298350107671	0.2896591677126581	0.9548832230077441	0.18697658	null
GO:0007159	"leukocyte cell-cell adhesion"	NaN	1.7781512503836436	0.2848315149174471	0.9795132912212113	0.01154788	null
GO:0098609	"cell-cell adhesion"	98609	NaN	2.7427251313046983	2.6648643429564545	0.9748414483710285	0.71336348	7159
GO:0031589	"cell-substrate adhesion"	31589	NaN	2.2695129442179165	0.8931157671140291	0.977315434424684	0.56258811	7159
GO:0007160	"cell-matrix adhesion"	7160	NaN	2.100370545117563	0.603456599401371	0.9781132670960836	0.60556308	7159
GO:1905144	"response to acetylcholine"	NaN	1.7708520116421442	0.28000386212223616	0.9677417652615309	0.39596019	null
GO:0010243	"response to organonitrogen compound"	10243	NaN	3.0013009330204183	4.83730810080139	0.9609111562792327	0.61682139	1905144
GO:0045663	"positive regulation of myoblast differentiation"	NaN	1.6989700043360187	0.23655498696533747	0.9323232774911921	0.39017811	null
GO:0045445	"myoblast differentiation"	NaN	1.591064607026499	0.1834508062180168	0.957627640278979	0.1783948	null
GO:0015844	"monoamine transport"	NaN	1.5797835966168101	0.17862315342280582	0.9583621041810664	0.21837713	null
GO:0006099	"tricarboxylic acid cycle"	NaN	1.568201724066995	0.17379550062759488	0.8875274736136229	0.13251726	null
GO:0015980	"energy derivation by oxidation of organic compounds"	15980	NaN	2.436162647040756	1.3131215602973834	0.8700059747887611	0.82768856	6099
GO:0045333	"cellular respiration"	45333	NaN	2.305351369446624	0.9703582118374047	0.8718247615711927	0.90207483	6099
GO:0009060	"aerobic respiration"	9060	NaN	2.214843848047698	0.7869074056193878	0.8732452507185068	0.90198211	6099
GO:0006119	"oxidative phosphorylation"	6119	NaN	2.0644579892269186	0.5551800714492614	0.877035709561889	0.9145401	6099
GO:0022900	"electron transport chain"	22900	NaN	2.041392685158225	0.5262141546779955	0.8812612747722264	0.68342183	6099
GO:0022904	"respiratory electron transport chain"	22904	NaN	2.0043213737826426	0.4827652795210968	0.8784512643018296	0.78543948	6099
GO:0019646	"aerobic electron transport chain"	19646	NaN	1.8129133566428555	0.30896977889350197	0.8829132901443301	0.93936282	6099
GO:0044042	"glucan metabolic process"	44042	NaN	1.7853298350107671	0.2896591677126581	0.9088266388479531	0.951854	6099
GO:0005977	"glycogen metabolic process"	5977	NaN	1.7634279935629373	0.2751762093270252	0.8697743462065065	0.71160652	6099
GO:0005978	"glycogen biosynthetic process"	5978	NaN	1.380211241711606	0.11103601428985228	0.864523450353603	0.91778609	6099
GO:0009250	"glucan biosynthetic process"	9250	NaN	1.380211241711606	0.11103601428985228	0.8869915655893444	0.92845491	6099
GO:0033238	"regulation of amine metabolic process"	NaN	1.568201724066995	0.17379550062759488	0.9494350730249987	0.03984017	null
GO:2001057	"reactive nitrogen species metabolic process"	NaN	1.4913616938342726	0.14482958385632905	0.927485056783929	0	null
GO:1902074	"response to salt"	NaN	1.4471580313422192	0.13034662547069614	0.9811124507536143	0	null
GO:0016601	"Rac protein signal transduction"	NaN	1.414973347970818	0.1206913198802742	0.9454542075416362	0.45818583	null
GO:0051937	"catecholamine transport"	NaN	1.414973347970818	0.1206913198802742	0.9598501861124888	0.36911475	null
GO:0034453	"microtubule anchoring"	NaN	1.3979400086720377	0.11586366708506324	0.9372135363875396	0.17209454	null
GO:0007010	"cytoskeleton organization"	7010	NaN	3.1061908972634154	6.160084966689196	0.9180104925737436	0.50417527	34453
GO:0030036	"actin cytoskeleton organization"	30036	NaN	2.734799829588847	2.616587815004345	0.9122532371524059	0.50277601	34453
GO:0007015	"actin filament organization"	7015	NaN	2.4533183400470375	1.366225741044704	0.9177183633439531	0.86936878	34453
GO:0061572	"actin filament bundle organization"	61572	NaN	1.863322860120456	0.34759100125518977	0.9267227325427481	0.74508733	34453
GO:0051017	"actin filament bundle assembly"	51017	NaN	1.845098040014257	0.3331080428695568	0.9181673988268355	0.73811	34453
GO:0099188	"postsynaptic cytoskeleton organization"	99188	NaN	1.4771212547196624	0.14000193106111808	0.9254033023695628	0.7501675	34453
GO:0098974	"postsynaptic actin cytoskeleton organization"	98974	NaN	1.4313637641589874	0.12551897267548517	0.9220852303798408	0.66832901	34453
GO:0051764	"actin crosslink formation"	51764	NaN	1.2041199826559248	0.07241479192816452	0.935788798630717	0.63452193	34453
GO:0045838	"positive regulation of membrane potential"	NaN	1.3979400086720377	0.11586366708506324	0.9661731741439397	0	null
GO:0006809	"nitric oxide biosynthetic process"	NaN	1.3617278360175928	0.10620836149464132	0.8704064495170395	0.13330985	null
GO:0046209	"nitric oxide metabolic process"	46209	NaN	1.462397997898956	0.1351742782659071	0.9235687474497591	0.97041123	6809
GO:0007263	"nitric oxide mediated signal transduction"	NaN	1.3424226808222062	0.10138070869943033	0.9462597287242258	0.12932229	null
GO:0002396	"MHC protein complex assembly"	NaN	1.3222192947339193	0.09655305590421936	0.942352702534276	0.39356644	null
GO:0002501	"peptide antigen assembly with MHC protein complex"	NaN	1.3222192947339193	0.09655305590421936	0.942352702534276	0.38734183	null
GO:0042182	"ketone catabolic process"	NaN	1.2304489213782739	0.07724244472337549	0.8367037256869216	0.38957787	null
GO:0046185	"aldehyde catabolic process"	NaN	1.2304489213782739	0.07724244472337549	0.8841711723699793	0.14145284	null
GO:0009438	"methylglyoxal metabolic process"	9438	NaN	0.9542425094393249	0.038621222361687746	0.8609983901821155	0.74733226	46185
GO:0051596	"methylglyoxal catabolic process"	51596	NaN	0.8450980400142568	0.02896591677126581	0.8434894567630925	0.95364412	46185
GO:0061727	"methylglyoxal catabolic process to lactate"	61727	NaN	0.8450980400142568	0.02896591677126581	0.8382392570589722	0.98864761	46185
GO:0019243	"methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione"	19243	NaN	0.7781512503836436	0.02413826397605484	0.840349161901563	0.72466388	46185
GO:0051131	"chaperone-mediated protein complex assembly"	NaN	1.2304489213782739	0.07724244472337549	0.9433980304902538	0.01026362	null
GO:0034454	"microtubule anchoring at centrosome"	NaN	1.0791812460476249	0.05310418074732066	0.9386911595213002	0.48220234	null
GO:0072393	"microtubule anchoring at microtubule organizing center"	72393	NaN	1.146128035678238	0.06275948633774259	0.9379174847468366	0.90553158	34454
GO:0006563	"L-serine metabolic process"	NaN	1.0413926851582251	0.04827652795210968	0.8543596578807707	0.13522892	null
GO:0010749	"regulation of nitric oxide mediated signal transduction"	NaN	1	0.04344887515689872	0.9653197627342343	0.02416699	null
GO:1902075	"cellular response to salt"	NaN	0.9542425094393249	0.038621222361687746	0.9692806685350916	0.1517824	null
