TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0000003	"reproduction"	NaN	3.2420442393695508	8.42425412764314	1	0	null
GO:0007049	"cell cycle"	NaN	3.1136091510730277	6.2662933281838376	0.9890067762771396	0.02031758	null
GO:0045944	"positive regulation of transcription by RNA polymerase II"	NaN	3.1085650237328344	6.1938785362556725	0.8605497760939546	0.46265471	null
GO:0009628	"response to abiotic stimulus"	NaN	3.062581984228163	5.571111325673458	0.9890449824295623	0.11260415	null
GO:0051726	"regulation of cell cycle"	NaN	3.016197353512439	5.006275948633774	0.9526194982898403	0.07547051	null
GO:0044087	"regulation of cellular component biogenesis"	NaN	2.997386384397313	4.793859225644492	0.9528622502360259	0.06132759	null
GO:0010629	"negative regulation of gene expression"	NaN	2.9845273133437926	4.653857294583374	0.8713878766191537	0.43756308	null
GO:0032252	"secretory granule localization"	32252	NaN	1.4313637641589874	0.12551897267548517	0.9518537431213864	0.68566346	32253
GO:0099519	"dense core granule cytoskeletal transport"	99519	NaN	1	0.04344887515689872	0.9226662671399932	0.90874483	32253
GO:1901950	"dense core granule transport"	1901950	NaN	1	0.04344887515689872	0.9253886781662576	0.90874483	32253
GO:1990049	"retrograde neuronal dense core vesicle transport"	1990049	NaN	0.7781512503836436	0.02413826397605484	0.8992163011259301	0.96300582	32253
GO:1990048	"anterograde neuronal dense core vesicle transport"	1990048	NaN	0.6989700043360189	0.019310611180843873	0.9006707441704187	0.94981731	32253
GO:0048712	"negative regulation of astrocyte differentiation"	NaN	1.3222192947339193	0.09655305590421936	0.9228954812190054	0.44751554	null
GO:0008211	"glucocorticoid metabolic process"	NaN	1.3010299956639813	0.0917254031090084	0.9711327599404169	0.36902426	null
GO:0035864	"response to potassium ion"	NaN	1.2787536009528289	0.08689775031379744	0.9806365068544559	0.1463432	null
GO:0010288	"response to lead ion"	10288	NaN	1.414973347970818	0.1206913198802742	0.9802591685526344	0.57138835	35864
GO:0035865	"cellular response to potassium ion"	35865	NaN	1.1139433523068367	0.05793183354253162	0.9722549536307071	0.54246919	35864
GO:0072711	"cellular response to hydroxyurea"	72711	NaN	1.1139433523068367	0.05793183354253162	0.9697794292021445	0.59409291	35864
GO:0006744	"ubiquinone biosynthetic process"	NaN	1.255272505103306	0.08207009751858646	0.9580119539415614	0.33972999	null
GO:0006743	"ubiquinone metabolic process"	6743	NaN	1.3222192947339193	0.09655305590421936	0.9604971154631883	0.89923997	6744
GO:1901663	"quinone biosynthetic process"	1901663	NaN	1.2787536009528289	0.08689775031379744	0.9578544989925617	0.92244023	6744
GO:0014072	"response to isoquinoline alkaloid"	NaN	1.255272505103306	0.08207009751858646	0.9829008466595277	0.37936113	null
GO:0032239	"regulation of nucleobase-containing compound transport"	NaN	1.255272505103306	0.08207009751858646	0.9574169352681173	0.03701215	null
GO:0071786	"endoplasmic reticulum tubular network organization"	NaN	1.255272505103306	0.08207009751858646	0.9227999585603157	0.17723707	null
GO:0071787	"endoplasmic reticulum tubular network formation"	71787	NaN	0.7781512503836436	0.02413826397605484	0.9212668857176057	0.6959466	71786
GO:0061000	"negative regulation of dendritic spine development"	NaN	1.2304489213782739	0.07724244472337549	0.9344061791735075	0.24023386	null
GO:1903798	"regulation of miRNA processing"	NaN	1.2304489213782739	0.07724244472337549	0.9047850349412943	0.25349935	null
GO:0070920	"regulation of regulatory ncRNA processing"	70920	NaN	1.255272505103306	0.08207009751858646	0.9054238869458946	0.90135893	1903798
GO:0060967	"negative regulation of gene silencing by regulatory ncRNA"	60967	NaN	1.1139433523068367	0.05793183354253162	0.8834525785382457	0.87988443	1903798
GO:1900369	"negative regulation of post-transcriptional gene silencing by regulatory ncRNA"	1900369	NaN	1.1139433523068367	0.05793183354253162	0.8789304953610124	0.99362109	1903798
GO:0060965	"negative regulation of miRNA-mediated gene silencing"	60965	NaN	1.0791812460476249	0.05310418074732066	0.8796534668911464	0.97491629	1903798
GO:1903799	"negative regulation of miRNA processing"	1903799	NaN	1	0.04344887515689872	0.8559360318525838	0.95248802	1903798
GO:2000634	"regulation of primary miRNA processing"	2000634	NaN	0.8450980400142568	0.02896591677126581	0.9108906245971944	0.92726722	1903798
GO:0006999	"nuclear pore organization"	NaN	1.2041199826559248	0.07241479192816452	0.908155016130496	0.22614872	null
GO:0021794	"thalamus development"	NaN	1.2041199826559248	0.07241479192816452	0.9395683936703526	0.26113823	null
GO:0021756	"striatum development"	21756	NaN	1.3424226808222062	0.10138070869943033	0.9379651747381886	0.52518712	21794
GO:0002087	"regulation of respiratory gaseous exchange by nervous system process"	NaN	1.1760912590556813	0.06758713913295356	0.930611096481246	0.26470257	null
GO:0044065	"regulation of respiratory system process"	44065	NaN	1.255272505103306	0.08207009751858646	0.9605732156682879	0.92108773	2087
GO:0032048	"cardiolipin metabolic process"	NaN	1.1760912590556813	0.06758713913295356	0.9713342208425462	0.10459867	null
GO:0051151	"negative regulation of smooth muscle cell differentiation"	NaN	1.1760912590556813	0.06758713913295356	0.929988509486482	0.39402502	null
GO:0099527	"postsynapse to nucleus signaling pathway"	NaN	1.1760912590556813	0.06758713913295356	0.9309405056008042	0.47670192	null
GO:0099536	"synaptic signaling"	99536	NaN	2.662757831681574	2.2158926330018347	0.9258233940694678	0.76268539	99527
GO:0099537	"trans-synaptic signaling"	99537	NaN	2.61066016308988	1.9648546876508644	0.9209442401745016	0.94280432	99527
GO:0007268	"chemical synaptic transmission"	7268	NaN	2.5921767573958667	1.8827845901322777	0.9205227430981958	0.66095183	99527
GO:0098916	"anterograde trans-synaptic signaling"	98916	NaN	2.5921767573958667	1.8827845901322777	0.9206376919996261	0.96982182	99527
GO:0099565	"chemical synaptic transmission, postsynaptic"	99565	NaN	2.089905111439398	0.5889736410157381	0.883465561474266	0.85596626	99527
GO:0060079	"excitatory postsynaptic potential"	60079	NaN	1.8750612633917	0.35724630684561165	0.8674062504720416	0.81142071	99527
GO:0022605	"mammalian oogenesis stage"	NaN	1.146128035678238	0.06275948633774259	0.9149433386644406	0.46998688	null
GO:0035457	"cellular response to interferon-alpha"	NaN	1.146128035678238	0.06275948633774259	0.9776301173103452	0.22966417	null
GO:0060081	"membrane hyperpolarization"	NaN	1.1139433523068367	0.05793183354253162	0.9542307272298183	0.29453037	null
GO:0060078	"regulation of postsynaptic membrane potential"	60078	NaN	2.0863598306747484	0.5841459882205272	0.9453744661603961	0.57598703	60081
GO:0060149	"negative regulation of post-transcriptional gene silencing"	NaN	1.1139433523068367	0.05793183354253162	0.8958821814134181	0.25781683	null
GO:0072710	"response to hydroxyurea"	NaN	1.1139433523068367	0.05793183354253162	0.9842303606321784	0.21275201	null
GO:0006020	"inositol metabolic process"	NaN	1.0413926851582251	0.04827652795210968	0.9766178967138585	0.10172486	null
GO:0006924	"activation-induced cell death of T cells"	NaN	1.0413926851582251	0.04827652795210968	0.9531698325513285	0.43683521	null
GO:0002262	"myeloid cell homeostasis"	2262	NaN	2.2227164711475833	0.8013903640050208	0.9488027704318506	0.64573789	6924
GO:0034101	"erythrocyte homeostasis"	34101	NaN	2.113943352306837	0.6227672105822148	0.9481588944231985	0.93606628	6924
GO:0030218	"erythrocyte differentiation"	30218	NaN	2.0827853703164503	0.5793183354253162	0.9088175601783305	0.80655715	6924
GO:0048821	"erythrocyte development"	48821	NaN	1.7323937598229686	0.2558655981461813	0.9149778141047872	0.90780944	6924
GO:0032793	"positive regulation of CREB transcription factor activity"	NaN	1.0413926851582251	0.04827652795210968	0.9300388669597638	0.46069703	null
GO:0009886	"post-embryonic animal morphogenesis"	NaN	1	0.04344887515689872	0.9477919189138597	0.13637517	null
GO:0031987	"locomotion involved in locomotory behavior"	NaN	1	0.04344887515689872	0.9735340754571641	0	null
GO:0007613	"memory"	7613	NaN	2.2405492482826	0.8351839335714974	0.9584366801013485	0.50586476	31987
GO:2000172	"regulation of branching morphogenesis of a nerve"	NaN	1	0.04344887515689872	0.9585281101894864	0.2213512	null
GO:0071169	"establishment of protein localization to chromatin"	NaN	0.9542425094393249	0.038621222361687746	0.9443630303920376	0.30056184	null
GO:0060992	"response to fungicide"	NaN	0.9030899869919435	0.03379356956647678	0.9883605829385773	0	null
GO:0070099	"regulation of chemokine-mediated signaling pathway"	NaN	0.9030899869919435	0.03379356956647678	0.952183738818138	0.03414577	null
GO:0070100	"negative regulation of chemokine-mediated signaling pathway"	70100	NaN	0.6989700043360189	0.019310611180843873	0.9283343339982814	0.61401463	70099
GO:0090325	"regulation of locomotion involved in locomotory behavior"	NaN	0.9030899869919435	0.03379356956647678	0.9670073964960906	0.02147229	null
GO:0090402	"oncogene-induced cell senescence"	NaN	0.9030899869919435	0.03379356956647678	0.9664647987715101	0.11339901	null
GO:0048755	"branching morphogenesis of a nerve"	NaN	0.8450980400142568	0.02896591677126581	0.9429513177549163	0.24023615	null
GO:1902630	"regulation of membrane hyperpolarization"	NaN	0.8450980400142568	0.02896591677126581	0.9539165923820201	0.46507475	null
GO:0002309	"T cell proliferation involved in immune response"	NaN	0.7781512503836436	0.02413826397605484	0.9576573875937537	0.0743366	null
GO:0099191	"trans-synaptic signaling by BDNF"	NaN	0.7781512503836436	0.02413826397605484	0.9448158003758632	0.15701409	null
GO:1904809	"regulation of dense core granule transport"	NaN	0.7781512503836436	0.02413826397605484	0.948370817944838	0.29450203	null
GO:0051495	"positive regulation of cytoskeleton organization"	51495	NaN	2.271841606536499	0.8979434199092402	0.8085549858000622	0.74420689	1904809
GO:0070507	"regulation of microtubule cytoskeleton organization"	70507	NaN	2.187520720836463	0.7386308776672782	0.8171243227384514	0.7007048	1904809
GO:0032388	"positive regulation of intracellular transport"	32388	NaN	2.161368002234975	0.6951820025103795	0.9075468244548546	0.69604176	1904809
GO:0031110	"regulation of microtubule polymerization or depolymerization"	31110	NaN	1.9444826721501687	0.4200057931833543	0.8211024334137975	0.83442276	1904809
GO:0090224	"regulation of spindle organization"	90224	NaN	1.6434526764861874	0.20758907019407163	0.7864655420687484	0.83637168	1904809
GO:0060236	"regulation of mitotic spindle organization"	60236	NaN	1.6020599913279623	0.18827845901322776	0.7858725492788565	0.77455615	1904809
GO:0090169	"regulation of spindle assembly"	90169	NaN	1.505149978319906	0.14965723665154002	0.7760926180678143	0.96474858	1904809
GO:1901673	"regulation of mitotic spindle assembly"	1901673	NaN	1.3424226808222062	0.10138070869943033	0.7824454080890291	0.93621685	1904809
GO:0046827	"positive regulation of protein export from nucleus"	46827	NaN	1.3010299956639813	0.0917254031090084	0.9198591304578395	0.710753	1904809
GO:0046831	"regulation of RNA export from nucleus"	46831	NaN	1.2041199826559248	0.07241479192816452	0.943717836987222	0.54571943	1904809
GO:1902513	"regulation of organelle transport along microtubule"	1902513	NaN	1.1139433523068367	0.05793183354253162	0.9039276443760367	0.57825516	1904809
GO:1901608	"regulation of vesicle transport along microtubule"	1901608	NaN	0.8450980400142568	0.02896591677126581	0.9071052697499766	0.90426934	1904809
GO:1901610	"positive regulation of vesicle transport along microtubule"	1901610	NaN	0.7781512503836436	0.02413826397605484	0.8893428366354911	0.74059595	1904809
GO:2000679	"positive regulation of transcription regulatory region DNA binding"	NaN	0.7781512503836436	0.02413826397605484	0.9741956438465605	0	null
GO:0001554	"luteolysis"	NaN	0.6989700043360189	0.019310611180843873	0.9177352805954394	0.42641382	null
GO:0048608	"reproductive structure development"	48608	NaN	2.5550944485783194	1.7282997006855267	0.8881340807194634	0.94705943	1554
GO:0045137	"development of primary sexual characteristics"	45137	NaN	2.4424797690644486	1.3324321714782272	0.8890450002585804	0.94695753	1554
GO:0008406	"gonad development"	8406	NaN	2.436162647040756	1.3131215602973834	0.8835628162282757	0.91245705	1554
GO:0046661	"male sex differentiation"	46661	NaN	2.3010299956639813	0.9607029062469827	0.8925896563315567	0.62072676	1554
GO:0046546	"development of primary male sexual characteristics"	46546	NaN	2.24551266781415	0.8448392391619195	0.8919244234581694	0.96315168	1554
GO:0008584	"male gonad development"	8584	NaN	2.2430380486862944	0.8400115863667086	0.8871885080974751	0.93514049	1554
GO:0072520	"seminiferous tubule development"	72520	NaN	1.380211241711606	0.11103601428985228	0.9055469381069142	0.71556811	1554
GO:0060009	"Sertoli cell development"	60009	NaN	1.3617278360175928	0.10620836149464132	0.8958773690081094	0.71280043	1554
GO:0035385	"Roundabout signaling pathway"	NaN	0.6989700043360189	0.019310611180843873	0.9520785707555742	0.05226058	null
GO:0051414	"response to cortisol"	NaN	0.6989700043360189	0.019310611180843873	0.9858883257632679	0.13303933	null
GO:0051490	"negative regulation of filopodium assembly"	NaN	0.6989700043360189	0.019310611180843873	0.8613989598367388	0.47314167	null
GO:0044030	"regulation of DNA methylation"	NaN	0.6020599913279624	0.014482958385632905	0.9292242936830968	0.21976718	null
GO:0000018	"regulation of DNA recombination"	18	NaN	2.164352855784437	0.7000096553055903	0.9048378594413634	0.5290985	44030
GO:0051053	"negative regulation of DNA metabolic process"	51053	NaN	2.1172712956557644	0.6275948633774259	0.8745110776119482	0.72785844	44030
GO:0045910	"negative regulation of DNA recombination"	45910	NaN	1.7160033436347992	0.2462102925557594	0.8842013221029585	0.66576616	44030
GO:2000105	"positive regulation of DNA-templated DNA replication"	2000105	NaN	1.146128035678238	0.06275948633774259	0.8965801089453048	0.5919934	44030
GO:1905643	"positive regulation of DNA methylation"	1905643	NaN	1.0413926851582251	0.04934933968437879	0.9020176884448673	0.58067753	44030
GO:0033262	"regulation of nuclear cell cycle DNA replication"	33262	NaN	1.0413926851582251	0.04827652795210968	0.8624909619747072	0.84164086	44030
GO:0010571	"positive regulation of nuclear cell cycle DNA replication"	10571	NaN	0.7781512503836436	0.02413826397605484	0.8500401608829656	0.80448933	44030
GO:0045583	"regulation of cytotoxic T cell differentiation"	NaN	0.6020599913279624	0.014482958385632905	0.9578985599424915	0.18915256	null
GO:0045065	"cytotoxic T cell differentiation"	NaN	0.3010299956639812	0.004827652795210968	0.9445137242318573	0.43125464	null
