TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0000338	"protein deneddylation"	NaN	1.0413926851582251	0.04827652795210968	0.9419149504694394	0.08789671	null
GO:0001952	"regulation of cell-matrix adhesion"	NaN	2.0644579892269186	0.5551800714492614	0.9646650287295943	0.04157856	null
GO:0048873	"homeostasis of number of cells within a tissue"	48873	NaN	1.6720978579357175	0.22207202857970457	0.9680661351947606	0.50906838	19725
GO:0048878	"chemical homeostasis"	48878	NaN	2.9763499790032735	4.566959544269576	0.977566333867074	0.74745542	19725
GO:0050801	"monoatomic ion homeostasis"	50801	NaN	2.734799829588847	2.616587815004345	0.9756110366485398	0.79017395	19725
GO:0051480	"regulation of cytosolic calcium ion concentration"	51480	NaN	1.9444826721501687	0.4200057931833543	0.9768417669180037	0.7559038	19725
GO:0055074	"calcium ion homeostasis"	55074	NaN	2.41161970596323	1.2407067683692188	0.9756768622453398	0.71827948	19725
GO:0055080	"monoatomic cation homeostasis"	55080	NaN	2.725094521081469	2.558655981461813	0.9739394223718308	0.94759559	19725
GO:0055082	"intracellular chemical homeostasis"	55082	NaN	2.782472624166286	2.920729941102636	0.9739289695636347	0.82082233	19725
GO:0070050	"neuron cellular homeostasis"	70050	NaN	1.9242792860618816	0.4006951820025104	0.9801266126309682	0.54286417	19725
GO:0098771	"inorganic ion homeostasis"	98771	NaN	2.661812685537261	2.211064980206624	0.9760690295766452	0.71161509	19725
GO:0021675	"nerve development"	NaN	2.0293837776852097	0.5117311962923626	0.9467159980080873	0.18751848	null
GO:0021700	"developmental maturation"	NaN	2.496929648073215	1.5110553249010332	0.9690544288947845	0	null
GO:0022402	"cell cycle process"	NaN	2.9459607035775686	4.257989765376074	0.9847061671532008	0.01920597	null
GO:0000910	"cytokinesis"	910	NaN	2.0530784434834195	0.5406971130636284	0.9876250935414362	0.61993162	22402
GO:0022411	"cellular component disassembly"	NaN	2.4871383754771865	1.4772617553345564	0.9418906064017531	0.19426873	null
GO:0022603	"regulation of anatomical structure morphogenesis"	NaN	2.9566485792052033	4.364198126870716	0.9462816155649307	0.41998824	null
GO:0001558	"regulation of cell growth"	1558	NaN	2.6314437690131722	2.0614077435550837	0.9067505876287388	0.85296435	22603
GO:0014013	"regulation of gliogenesis"	14013	NaN	2.146128035678238	0.6710437385343246	0.938708635126788	0.78882297	22603
GO:0040014	"regulation of multicellular organism growth"	40014	NaN	1.9395192526186185	0.41517814038814327	0.9432385141262527	0.70866524	22603
GO:0045686	"negative regulation of glial cell differentiation"	45686	NaN	1.5797835966168101	0.17862315342280582	0.9313563296497911	0.84503335	22603
GO:0045927	"positive regulation of growth"	45927	NaN	2.4683473304121573	1.4145022689968139	0.9347174374605538	0.81400924	22603
GO:0048638	"regulation of developmental growth"	48638	NaN	2.5854607295085006	1.8538186733610118	0.9460247337443667	0.5030076	22603
GO:0048639	"positive regulation of developmental growth"	48639	NaN	2.315970345456918	0.9944964758134596	0.9270525965587464	0.78065821	22603
GO:0048715	"negative regulation of oligodendrocyte differentiation"	48715	NaN	1.2787536009528289	0.08689775031379744	0.9353875212853728	0.87386413	22603
GO:0050767	"regulation of neurogenesis"	50767	NaN	2.6857417386022635	2.336583952882109	0.930191105204536	0.51990853	22603
GO:0050768	"negative regulation of neurogenesis"	50768	NaN	2.2430380486862944	0.8400115863667086	0.921029467810653	0.80957685	22603
GO:0051093	"negative regulation of developmental process"	51093	NaN	3.0141003215196207	4.982137684657719	0.9265264193775077	0.58411594	22603
GO:0051094	"positive regulation of developmental process"	51094	NaN	3.171433900943008	7.159409095297867	0.9146181783244925	0.6354166	22603
GO:0051960	"regulation of nervous system development"	51960	NaN	2.77232170672292	2.8531428019696827	0.9349362522247923	0.65280649	22603
GO:0051961	"negative regulation of nervous system development"	51961	NaN	2.2624510897304293	0.8786328087283962	0.9251464512482984	0.81386273	22603
GO:0051962	"positive regulation of nervous system development"	51962	NaN	2.5877109650189114	1.8634739789514336	0.9122730380659901	0.89292599	22603
GO:0022604	"regulation of cell morphogenesis"	NaN	2.4345689040341987	1.3082939075021724	0.9521336315567722	0.47953334	null
GO:0008360	"regulation of cell shape"	8360	NaN	2.164352855784437	0.7000096553055903	0.9261243280311711	0.64421836	22604
GO:1903859	"regulation of dendrite extension"	1903859	NaN	1.3979400086720377	0.11586366708506324	0.9196969577236401	0.73018047	22604
GO:1903861	"positive regulation of dendrite extension"	1903861	NaN	1.3222192947339193	0.09655305590421936	0.9063894157621419	0.71899765	22604
GO:0023051	"regulation of signaling"	NaN	3.5342800052050816	16.515400212416722	0.9522523533458259	0.10631395	null
GO:0023052	"signaling"	NaN	3.7710727832211948	28.492806797335135	0.9474016365676623	0.14887093	null
GO:0030001	"metal ion transport"	NaN	2.8318697742805017	3.2731485951530366	0.9010399112609258	0.42414648	null
GO:0006812	"monoatomic cation transport"	6812	NaN	2.9148718175400505	3.963502944868205	0.8992206479527391	0.87150137	30001
GO:0006814	"sodium ion transport"	6814	NaN	2.3242824552976926	1.0138070869943032	0.9127976696928292	0.77397246	30001
GO:0034220	"monoatomic ion transmembrane transport"	34220	NaN	2.9190780923760737	4.002124167229893	0.8849992946891998	0.89868486	30001
GO:0098655	"monoatomic cation transmembrane transport"	98655	NaN	2.846337112129805	3.384184609442889	0.8868289365045238	0.91106012	30001
GO:0030029	"actin filament-based process"	NaN	2.7745169657285498	2.867625760355315	0.9865973148847699	0.01663366	null
GO:0030030	"cell projection organization"	NaN	3.1189257528257768	6.343535772907212	0.930998749972029	0.31064959	null
GO:0030048	"actin filament-based movement"	NaN	1.9294189257142926	0.40552283479772133	0.9768986975240552	0.01195278	null
GO:0007015	"actin filament organization"	7015	NaN	2.4533183400470375	1.366225741044704	0.9203917816873627	0.86936878	30048
GO:0008154	"actin polymerization or depolymerization"	8154	NaN	1.792391689498254	0.29448682050786906	0.9301026116603325	0.68303541	30048
GO:0030036	"actin cytoskeleton organization"	30036	NaN	2.734799829588847	2.616587815004345	0.9153431542853497	0.75397636	30048
GO:0030866	"cortical actin cytoskeleton organization"	30866	NaN	1.6232492903979006	0.19793376460364973	0.9338017822490492	0.58807002	30048
GO:0031032	"actomyosin structure organization"	31032	NaN	2.093421685162235	0.5938012938109491	0.9269414886160464	0.78676458	30048
GO:0045010	"actin nucleation"	45010	NaN	1.4771212547196624	0.14000193106111808	0.9343935014679889	0.57121147	30048
GO:0051017	"actin filament bundle assembly"	51017	NaN	1.845098040014257	0.3331080428695568	0.9210808832057011	0.73437556	30048
GO:0061572	"actin filament bundle organization"	61572	NaN	1.863322860120456	0.34759100125518977	0.9290676862069289	0.74508733	30048
GO:0030258	"lipid modification"	NaN	2.2355284469075487	0.8255286279810756	0.9164872653631879	0.1936538	null
GO:0006644	"phospholipid metabolic process"	6644	NaN	2.53655844257153	1.6558849087573622	0.8572353619290077	0.72247437	30258
GO:0008610	"lipid biosynthetic process"	8610	NaN	2.727541257028556	2.5731389398474462	0.9106099452661818	0.62371194	30258
GO:0016042	"lipid catabolic process"	16042	NaN	2.4785664955938436	1.4482958385632905	0.8966249062755185	0.66812081	30258
GO:0044242	"cellular lipid catabolic process"	44242	NaN	2.294466226161593	0.9462199478613499	0.8812032981427396	0.63394044	30258
GO:0044255	"cellular lipid metabolic process"	44255	NaN	2.9698816437465	4.499372405136622	0.9002421355546467	0.78013348	30258
GO:0046486	"glycerolipid metabolic process"	46486	NaN	2.537819095073274	1.660712561552573	0.9100344397621362	0.6799072	30258
GO:0030334	"regulation of cell migration"	NaN	2.9731278535996988	4.5331659747031	0.9409870710548517	0.07424863	null
GO:0010594	"regulation of endothelial cell migration"	10594	NaN	2.1903316981702914	0.7434585304624892	0.9374836508675134	0.72291815	30334
GO:0010595	"positive regulation of endothelial cell migration"	10595	NaN	1.9912260756924949	0.468282321135464	0.91935632008467	0.87978504	30334
GO:0010632	"regulation of epithelial cell migration"	10632	NaN	2.3364597338485296	1.0427730037655691	0.9364817056643274	0.75486025	30334
GO:0010634	"positive regulation of epithelial cell migration"	10634	NaN	2.155336037465062	0.6855266969199575	0.9162320663898531	0.91370737	30334
GO:0030335	"positive regulation of cell migration"	30335	NaN	2.739572344450092	2.645553731775611	0.9183589373425006	0.8593456	30334
GO:0030336	"negative regulation of cell migration"	30336	NaN	2.4533183400470375	1.366225741044704	0.9309390316514935	0.78246863	30334
GO:0040013	"negative regulation of locomotion"	40013	NaN	2.514547752660286	1.5738148112387755	0.9343686413920965	0.78461921	30334
GO:0040017	"positive regulation of locomotion"	40017	NaN	2.7715874808812555	2.8483151491744714	0.9235261623953743	0.8545895	30334
GO:2000145	"regulation of cell motility"	2000145	NaN	2.998259338423699	4.803514531234914	0.9407414435392654	0.9274536	30334
GO:2000146	"negative regulation of cell motility"	2000146	NaN	2.469822015978163	1.4193299217920248	0.9307886618437682	0.9560783	30334
GO:2000147	"positive regulation of cell motility"	2000147	NaN	2.7596678446896306	2.771072704451096	0.9180145198317531	0.95787722	30334
GO:0030388	"fructose 1,6-bisphosphate metabolic process"	NaN	1.0413926851582251	0.04827652795210968	0.8994114515252544	0.44063197	null
GO:0030534	"adult behavior"	NaN	2.2648178230095364	0.8834604615236071	0.9779380450719908	0.14895642	null
GO:0007626	"locomotory behavior"	7626	NaN	2.423245873936808	1.2745003379356956	0.977104180526282	0.69698474	30534
GO:0007632	"visual behavior"	7632	NaN	1.9138138523837167	0.3910398764120884	0.9684280784246974	0.73516912	30534
GO:0008344	"adult locomotory behavior"	8344	NaN	2.03342375548695	0.5165588490875737	0.9790591567188411	0.63400598	30534
GO:0008542	"visual learning"	8542	NaN	1.8864907251724818	0.3669016124360336	0.9644068531022565	0.61302384	30534
GO:0030859	"polarized epithelial cell differentiation"	NaN	1.3979400086720377	0.11586366708506324	0.951542689880139	0.43702681	null
GO:0001885	"endothelial cell development"	1885	NaN	1.7160033436347992	0.2462102925557594	0.949234485423867	0.51613817	30859
GO:0061028	"establishment of endothelial barrier"	61028	NaN	1.4771212547196624	0.14000193106111808	0.9517454484452968	0.87416177	30859
GO:0030865	"cortical cytoskeleton organization"	NaN	1.7708520116421442	0.28000386212223616	0.9357713709848602	0.16589176	null
GO:0000226	"microtubule cytoskeleton organization"	226	NaN	2.7752462597402365	2.872453413150526	0.9083168927073143	0.55480659	30865
GO:0031109	"microtubule polymerization or depolymerization"	31109	NaN	1.8195439355418688	0.31379743168871294	0.925999745406079	0.64916355	30865
GO:0046785	"microtubule polymerization"	46785	NaN	1.6232492903979006	0.19793376460364973	0.9159305629704583	0.61856053	30865
GO:0031503	"protein-containing complex localization"	NaN	2.294466226161593	0.9462199478613499	0.9289773469640421	0.17255659	null
GO:0031529	"ruffle organization"	NaN	1.4313637641589874	0.12551897267548517	0.942023044436141	0.33020414	null
GO:0031589	"cell-substrate adhesion"	NaN	2.2695129442179165	0.8931157671140291	0.985077729774675	0.48175989	null
GO:0007160	"cell-matrix adhesion"	7160	NaN	2.100370545117563	0.603456599401371	0.9850226702290342	0.60556308	31589
GO:0031644	"regulation of nervous system process"	NaN	2.1931245983544616	0.7482861832577001	0.9454162655303145	0.37994039	null
GO:0002027	"regulation of heart rate"	2027	NaN	2.0530784434834195	0.5406971130636284	0.918931532950354	0.86806826	31644
GO:0008016	"regulation of heart contraction"	8016	NaN	2.303196057420489	0.9655305590421936	0.9420854646194737	0.75263949	31644
GO:0045988	"negative regulation of striated muscle contraction"	45988	NaN	1	0.04344887515689872	0.9441234643525743	0.5346595	31644
GO:0055118	"negative regulation of cardiac muscle contraction"	55118	NaN	0.7781512503836436	0.02413826397605484	0.9446576726524529	0.8166619	31644
GO:0061337	"cardiac conduction"	61337	NaN	1.7403626894942439	0.2606932509413923	0.9484161691918638	0.80826856	31644
GO:0086065	"cell communication involved in cardiac conduction"	86065	NaN	1.505149978319906	0.14965723665154002	0.9340026292343425	0.7680179	31644
GO:0086091	"regulation of heart rate by cardiac conduction"	86091	NaN	1.5563025007672873	0.1689678478323839	0.926468581255961	0.92088227	31644
GO:1903522	"regulation of blood circulation"	1903522	NaN	2.4345689040341987	1.3082939075021724	0.9422190413314583	0.73185844	31644
GO:1903523	"negative regulation of blood circulation"	1903523	NaN	1.4471580313422192	0.13034662547069614	0.9381487055316903	0.75861419	31644
GO:0032292	"peripheral nervous system axon ensheathment"	NaN	1.5314789170422551	0.15931254224196195	0.9391831647464483	0.34271088	null
GO:0008366	"axon ensheathment"	8366	NaN	2.1492191126553797	0.6758713913295356	0.9303092904100654	0.99109311	32292
GO:0030913	"paranodal junction assembly"	30913	NaN	0.9030899869919435	0.03379356956647678	0.8889619566060603	0.68766869	32292
GO:0032288	"myelin assembly"	32288	NaN	1.4471580313422192	0.13034662547069614	0.8948794865343611	0.75861386	32292
GO:0042552	"myelination"	42552	NaN	2.1398790864012365	0.6613884329439027	0.9304615895510319	0.86612077	32292
GO:0032486	"Rap protein signal transduction"	NaN	1.0413926851582251	0.04827652795210968	0.9479768204694574	0.07430152	null
GO:0007265	"Ras protein signal transduction"	7265	NaN	1.8976270912904414	0.3765569180264555	0.9379592969531886	0.71151416	32486
GO:0016601	"Rac protein signal transduction"	16601	NaN	1.414973347970818	0.1206913198802742	0.9439446453328548	0.60970503	32486
GO:0032501	"multicellular organismal process"	NaN	3.8972421028053654	38.09983585980496	1	0	null
GO:0032502	"developmental process"	NaN	3.775173385424787	28.76315535386695	1	0	null
GO:0032535	"regulation of cellular component size"	NaN	2.615950051656401	1.9889929516269191	0.8767716521045384	0.43093158	null
GO:0008361	"regulation of cell size"	8361	NaN	2.342422680822206	1.057255962151202	0.8839448092274196	0.81702904	32535
GO:0032796	"uropod organization"	NaN	0.47712125471966244	0.009655305590421936	0.9522841980299586	0.00713402	null
GO:0032878	"regulation of establishment or maintenance of cell polarity"	NaN	1.4471580313422192	0.13034662547069614	0.97055971697907	0	null
GO:0032879	"regulation of localization"	NaN	3.3281756614383227	10.273245148208941	0.9557465397225068	0.08341429	null
GO:0032886	"regulation of microtubule-based process"	NaN	2.413299764081252	1.2455344211644297	0.9631573302007147	0.04752587	null
GO:0032890	"regulation of organic acid transport"	NaN	1.9822712330395684	0.458627015545042	0.9057433127762052	0.34321579	null
GO:0032928	"regulation of superoxide anion generation"	NaN	1.414973347970818	0.1206913198802742	0.9544637259707784	0.03407031	null
GO:2000379	"positive regulation of reactive oxygen species metabolic process"	2000379	NaN	1.8692317197309762	0.3524186540504007	0.9289513502193194	0.79002123	32928
GO:0032970	"regulation of actin filament-based process"	NaN	2.6053050461411096	1.9407164236748093	0.9612224620193656	0.05466824	null
GO:0032984	"protein-containing complex disassembly"	NaN	2.1583624920952498	0.6903543497151685	0.9374123754685885	0.20551449	null
GO:0030041	"actin filament polymerization"	30041	NaN	1.5797835966168101	0.17862315342280582	0.921582100739682	0.84817429	32984
GO:0030042	"actin filament depolymerization"	30042	NaN	1.146128035678238	0.06275948633774259	0.9322254101121449	0.67254039	32984
GO:0051261	"protein depolymerization"	51261	NaN	1.6989700043360187	0.23655498696533747	0.943002006692625	0.75349998	32984
GO:1903008	"organelle disassembly"	1903008	NaN	2.060697840353612	0.5503524186540504	0.9329997939804269	0.81601064	32984
GO:0032989	"cellular anatomical entity morphogenesis"	NaN	2.8363241157067516	3.3069421647195134	0.9545098039020282	0.29451334	null
GO:0000902	"cell morphogenesis"	902	NaN	2.9020028913507296	3.8476392777831414	0.9535871937731836	0.57251973	32989
GO:0048514	"blood vessel morphogenesis"	48514	NaN	2.6665179805548807	2.2352032441826784	0.9430640166197701	0.52939186	32989
GO:0048646	"anatomical structure formation involved in morphogenesis"	48646	NaN	3.018284308426531	5.030414212609829	0.9518574893185355	0.6109614	32989
GO:0033036	"macromolecule localization"	NaN	3.3811150807098507	11.60567731968717	0.9038277003333167	0.46184732	null
GO:0006810	"transport"	6810	NaN	3.5597869682005565	17.514724341025392	0.8874696582968942	0.63714845	33036
GO:0051234	"establishment of localization"	51234	NaN	3.58983794314746	18.769914067780245	0.8967483540576489	0.70264097	33036
GO:0051641	"cellular localization"	51641	NaN	3.437433443797971	13.213285700492419	0.8897350259713258	0.57438145	33036
GO:0051649	"establishment of localization in cell"	51649	NaN	3.2245330626060857	8.091146084773584	0.8723819295803795	0.63850641	33036
GO:0071702	"organic substance transport"	71702	NaN	3.2875778090787056	9.355991117118858	0.8930581721760718	0.66106405	33036
GO:0033554	"cellular response to stress"	NaN	3.1922886125681202	7.511827749348267	0.9682494929774911	0.45902637	null
GO:0034330	"cell junction organization"	NaN	2.7788744720027396	2.896591677126581	0.937332492809436	0.26628177	null
GO:0034394	"protein localization to cell surface"	NaN	1.5563025007672873	0.1689678478323839	0.9130236749182326	0.31576206	null
GO:0034976	"response to endoplasmic reticulum stress"	NaN	2.361727836017593	1.105532490103312	0.974198955704704	0.39101706	null
GO:0036294	"cellular response to decreased oxygen levels"	36294	NaN	2.155336037465062	0.6855266969199575	0.9647395578271909	0.96347397	34976
GO:0071453	"cellular response to oxygen levels"	71453	NaN	2.2041199826559246	0.767596794438544	0.9646632314316143	0.80958706	34976
GO:0071456	"cellular response to hypoxia"	71456	NaN	2.1271047983648077	0.6420778217630588	0.9627936894982418	0.50124956	34976
GO:0035020	"regulation of Rac protein signal transduction"	NaN	1.4771212547196624	0.14000193106111808	0.9529592109905111	0.03573761	null
GO:0035418	"protein localization to synapse"	NaN	1.9030899869919435	0.3813845708216665	0.897883602055759	0.39309975	null
GO:0062237	"protein localization to postsynapse"	62237	NaN	1.724275869600789	0.25103794535097035	0.900855402024875	0.92510411	35418
GO:0098877	"neurotransmitter receptor transport to plasma membrane"	98877	NaN	1.4471580313422192	0.13034662547069614	0.882212561086172	0.93952683	35418
GO:0098967	"exocytic insertion of neurotransmitter receptor to postsynaptic membrane"	98967	NaN	0.9542425094393249	0.038621222361687746	0.8391569314059256	0.78022664	35418
GO:0098969	"neurotransmitter receptor transport to postsynaptic membrane"	98969	NaN	1.380211241711606	0.11103601428985228	0.8368450054014338	0.93245579	35418
GO:0099633	"protein localization to postsynaptic specialization membrane"	99633	NaN	1.3979400086720377	0.11586366708506324	0.9002871422057781	0.93556413	35418
GO:0099645	"neurotransmitter receptor localization to postsynaptic specialization membrane"	99645	NaN	1.3979400086720377	0.11586366708506324	0.8558954844558615	0.93556413	35418
GO:1903539	"protein localization to postsynaptic membrane"	1903539	NaN	1.7160033436347992	0.2462102925557594	0.8952202278820836	0.90507956	35418
GO:1903540	"establishment of protein localization to postsynaptic membrane"	1903540	NaN	1.3979400086720377	0.11586366708506324	0.8965218353834014	0.93556413	35418
GO:1905383	"protein localization to presynapse"	1905383	NaN	1	0.04344887515689872	0.9138895792117644	0.7871308	35418
GO:0035556	"intracellular signal transduction"	NaN	3.1705550585212086	7.1449261369122326	0.9188101445641611	0.31252456	null
GO:0036010	"protein localization to endosome"	NaN	1.255272505103306	0.08207009751858646	0.9162506212443231	0.27925087	null
GO:0006626	"protein targeting to mitochondrion"	6626	NaN	1.7781512503836436	0.2848315149174471	0.8997677371124255	0.56104755	36010
GO:0051204	"protein insertion into mitochondrial membrane"	51204	NaN	0.9542425094393249	0.038621222361687746	0.8566927667346569	0.82042837	36010
GO:0070585	"protein localization to mitochondrion"	70585	NaN	1.9242792860618816	0.4006951820025104	0.9040476480640466	0.50575086	36010
GO:0072655	"establishment of protein localization to mitochondrion"	72655	NaN	1.8692317197309762	0.3524186540504007	0.8978829153363613	0.95534687	36010
GO:0038061	"non-canonical NF-kappaB signal transduction"	NaN	1.3617278360175928	0.10620836149464132	0.9452865865891332	0.43067062	null
GO:0007264	"small GTPase-mediated signal transduction"	7264	NaN	2.3944516808262164	1.1924302404171092	0.9311917551675544	0.55314227	38061
GO:0040007	"growth"	NaN	2.7315887651867388	2.5972772038235012	1	0	null
GO:0040008	"regulation of growth"	NaN	2.812244696800369	3.1283190112967074	0.9624969103031709	0.05230797	null
GO:0040011	"locomotion"	NaN	2.5809249756756194	1.834508062180168	1	0	null
GO:0040012	"regulation of locomotion"	NaN	3.0170333392987803	5.0159312542241965	0.9600951799521089	0.06058629	null
GO:0042127	"regulation of cell population proliferation"	NaN	3.241795431295199	8.419426474847928	0.9529474301867097	0.09076856	null
GO:0042254	"ribosome biogenesis"	NaN	2.484299839346786	1.4676064497441343	0.9304399622924109	0.3047088	null
GO:0000027	"ribosomal large subunit assembly"	27	NaN	1.0413926851582251	0.04827652795210968	0.9363396104137203	0.63874674	42254
GO:0006364	"rRNA processing"	6364	NaN	2.3201462861110542	1.0041517814038814	0.8381330533897164	0.85847496	42254
GO:0042273	"ribosomal large subunit biogenesis"	42273	NaN	1.8129133566428555	0.30896977889350197	0.9399016132452047	0.75730272	42254
GO:0042391	"regulation of membrane potential"	NaN	2.7024305364455254	2.428309355991117	0.9346329513733498	0.41696107	null
GO:0042551	"neuron maturation"	NaN	1.7075701760979363	0.2413826397605484	0.931282983540176	0.35531094	null
GO:0045161	"neuronal ion channel clustering"	45161	NaN	1.1760912590556813	0.06758713913295356	0.9015810702228625	0.68434668	42551
GO:0045162	"clustering of voltage-gated sodium channels"	45162	NaN	0.9030899869919435	0.03379356956647678	0.906721046880795	0.78628447	42551
GO:0042592	"homeostatic process"	NaN	3.184975190698261	7.386308776672782	1	0	null
GO:0042886	"amide transport"	NaN	2.2013971243204513	0.762769141643333	0.9142863530083143	0.29711948	null
GO:0043067	"regulation of programmed cell death"	NaN	3.212986184736668	7.878729361784301	0.9534023962577612	0.08160511	null
GO:0043094	"cellular metabolic compound salvage"	NaN	1.6020599913279623	0.18827845901322776	0.9383101513313467	0.09723342	null
GO:0043244	"regulation of protein-containing complex disassembly"	NaN	2.143014800254095	0.6662160857391136	0.9233365419034545	0.34101783	null
GO:0043467	"regulation of generation of precursor metabolites and energy"	NaN	2.1367205671564067	0.6565607801486917	0.9480162789977117	0.17212262	null
GO:0043523	"regulation of neuron apoptotic process"	NaN	2.5010592622177517	1.525538283286666	0.9519101011113398	0.05603265	null
GO:0042981	"regulation of apoptotic process"	42981	NaN	3.199480914862356	7.637346722023752	0.941386501330431	0.83645762	43523
GO:0043065	"positive regulation of apoptotic process"	43065	NaN	2.7902851640332416	2.973834121849957	0.9203564635562645	0.71582647	43523
GO:0043068	"positive regulation of programmed cell death"	43068	NaN	2.806179973983887	3.0848701361398088	0.9224320928171829	0.71986129	43523
GO:0043069	"negative regulation of programmed cell death"	43069	NaN	3.003029470553618	4.856618711982234	0.9239846230952424	0.67052762	43523
GO:0043525	"positive regulation of neuron apoptotic process"	43525	NaN	2.0086001717619175	0.4875929323163078	0.9343963503764299	0.7628553	43523
GO:2001233	"regulation of apoptotic signaling pathway"	2001233	NaN	2.598790506763115	1.9117505069035434	0.9313165225954013	0.5837066	43523
GO:2001235	"positive regulation of apoptotic signaling pathway"	2001235	NaN	2.2068258760318495	0.7724244472337549	0.914827254919427	0.80474171	43523
GO:0043603	"amide metabolic process"	NaN	2.9138138523837167	3.9538476392777833	0.9284690316114321	0.16431337	null
GO:0043933	"protein-containing complex organization"	NaN	3.28668096935493	9.336680505938013	0.9273626577095652	0.36826659	null
GO:0043954	"cellular component maintenance"	NaN	1.9294189257142926	0.40552283479772133	0.9489764431031155	0.13503901	null
GO:0044057	"regulation of system process"	NaN	2.803457115648414	3.0655595249589647	0.9450261466780733	0.05629368	null
GO:0051241	"negative regulation of multicellular organismal process"	51241	NaN	3.0780941504064105	5.773872743072318	0.9222905399460649	0.5024535	44057
GO:0044085	"cellular component biogenesis"	NaN	3.4183012913197452	12.643622670657525	0.9267968544656009	0.40661251	null
GO:0006996	"organelle organization"	6996	NaN	3.4892551683692603	14.888481220430627	0.9224126526677332	0.5634822	44085
GO:0016043	"cellular component organization"	16043	NaN	3.752278985460119	27.285893598532397	0.9177554138501863	0.53612918	44085
GO:0044087	"regulation of cellular component biogenesis"	NaN	2.997386384397313	4.793859225644492	0.9565318786082437	0.06522423	null
GO:0044089	"positive regulation of cellular component biogenesis"	NaN	2.7218106152125467	2.5393453702809694	0.9146647231291987	0.46226402	null
GO:0008064	"regulation of actin polymerization or depolymerization"	8064	NaN	2.2278867046136734	0.8110456695954427	0.8290649983846613	0.97526121	44089
GO:0010975	"regulation of neuron projection development"	10975	NaN	2.7634279935629373	2.795210968427151	0.9056293567796821	0.77333687	44089
GO:0030833	"regulation of actin filament polymerization"	30833	NaN	2.173186268412274	0.7144926136912233	0.8235112060448295	0.87957806	44089
GO:0031334	"positive regulation of protein-containing complex assembly"	31334	NaN	2.292256071356476	0.9413922950661389	0.8883074390625048	0.82476704	44089
GO:0031345	"negative regulation of cell projection organization"	31345	NaN	2.3521825181113627	1.0813942261272569	0.8965389420945752	0.77641026	44089
GO:0031346	"positive regulation of cell projection organization"	31346	NaN	2.6532125137753435	2.1676161050497247	0.8828057526168681	0.8492827	44089
GO:0032271	"regulation of protein polymerization"	32271	NaN	2.311753861055754	0.9848411702230376	0.910166424168156	0.69744548	44089
GO:0032273	"positive regulation of protein polymerization"	32273	NaN	1.9493900066449128	0.42483344597856526	0.8956991786942029	0.75967503	44089
GO:0043254	"regulation of protein-containing complex assembly"	43254	NaN	2.6201360549737576	2.008303562807763	0.9053195544948586	0.76299963	44089
GO:0051489	"regulation of filopodium assembly"	51489	NaN	1.7481880270062005	0.26552090373660325	0.9188136162437766	0.86428327	44089
GO:0051491	"positive regulation of filopodium assembly"	51491	NaN	1.5440680443502757	0.16414019503717292	0.9030384140861472	0.82660451	44089
GO:0060491	"regulation of cell projection assembly"	60491	NaN	2.3180633349627615	0.9993241286086705	0.9088909939945131	0.69867531	44089
GO:0120032	"regulation of plasma membrane bounded cell projection assembly"	120032	NaN	2.311753861055754	0.9848411702230376	0.9079972042517935	0.69744548	44089
GO:0120035	"regulation of plasma membrane bounded cell projection organization"	120035	NaN	2.8870543780509568	3.7172926523124454	0.9024531433984765	0.91596583	44089
GO:1901888	"regulation of cell junction assembly"	1901888	NaN	2.383815365980431	1.1634643236458435	0.9107148267883668	0.71174936	44089
GO:0044238	"primary metabolic process"	NaN	3.813247300897605	31.39905378005214	0.9193429360166478	0.35238456	null
GO:0044237	"cellular metabolic process"	44237	NaN	3.7835462822703496	29.323163078111424	0.907617342023755	0.52230363	44238
GO:0071704	"organic substance metabolic process"	71704	NaN	3.843481943039958	33.66322294100608	0.9183370166702344	0.55438533	44238
GO:0044272	"sulfur compound biosynthetic process"	NaN	2.1072099696478683	0.613111904991793	0.9200192544282225	0.18742745	null
GO:0006751	"glutathione catabolic process"	6751	NaN	0.8450980400142568	0.02896591677126581	0.90536327006923	0.61819045	44272
GO:0044281	"small molecule metabolic process"	NaN	3.2073650374690716	7.77734865308487	0.9352709544338274	0.22246747	null
GO:0044283	"small molecule biosynthetic process"	NaN	2.6522463410033232	2.1627884522545138	0.8761108219831936	0.41733586	null
GO:0006082	"organic acid metabolic process"	6082	NaN	2.921686475483602	4.026262431205948	0.8562282201158617	0.72905627	44283
GO:0006090	"pyruvate metabolic process"	6090	NaN	1.9084850188786497	0.38621222361687746	0.8803733868117325	0.70473027	44283
GO:0006631	"fatty acid metabolic process"	6631	NaN	2.5634810853944106	1.7620932702520034	0.8523004557849555	0.85151172	44283
GO:0006635	"fatty acid beta-oxidation"	6635	NaN	1.806179973983887	0.304142126098291	0.8511833246278568	0.95519508	44283
GO:0008652	"amino acid biosynthetic process"	8652	NaN	1.792391689498254	0.29448682050786906	0.8703481939670376	0.8458858	44283
GO:0009062	"fatty acid catabolic process"	9062	NaN	1.968482948553935	0.44414405715940913	0.8470837689162288	0.89856701	44283
GO:0016053	"organic acid biosynthetic process"	16053	NaN	2.416640507338281	1.2551897267548517	0.8609535866955671	0.85525927	44283
GO:0016054	"organic acid catabolic process"	16054	NaN	2.359835482339888	1.1007048373081008	0.8418044193377389	0.89710865	44283
