TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0000302	"response to reactive oxygen species"	NaN	2.287801729930226	0.9317369894757168	0.9606618087423677	0.34860999	null
GO:0032869	"cellular response to insulin stimulus"	32869	NaN	2.220108088040055	0.7965627112098097	0.9406734343489277	0.89131247	14070
GO:0032870	"cellular response to hormone stimulus"	32870	NaN	2.694605198933569	2.3848604808342184	0.9412851921386318	0.81090289	14070
GO:0036503	"ERAD pathway"	36503	NaN	1.9590413923210936	0.43448875156898714	0.8809508423940519	0.64882713	14070
GO:0043434	"response to peptide hormone"	43434	NaN	2.637489729512511	2.090373660326349	0.9505515855755234	0.79661807	14070
GO:0048545	"response to steroid hormone"	48545	NaN	2.4578818967339924	1.380708699430337	0.9602190050552767	0.65789339	14070
GO:0071375	"cellular response to peptide hormone stimulus"	71375	NaN	2.4313637641589874	1.2986386019117506	0.9375578858690434	0.88354405	14070
GO:0071383	"cellular response to steroid hormone stimulus"	71383	NaN	2.1522883443830563	0.6806990441247466	0.9478620475262273	0.66498467	14070
GO:0071407	"cellular response to organic cyclic compound"	71407	NaN	2.663700925389648	2.2207202857970456	0.9471145709551123	0.73423463	14070
GO:0071417	"cellular response to organonitrogen compound"	71417	NaN	2.7466341989375787	2.6890026069325095	0.9379147336140923	0.82680859	14070
GO:0071495	"cellular response to endogenous stimulus"	71495	NaN	3.0595634179012676	5.53249010331177	0.9697154112397484	0.80742727	14070
GO:1901652	"response to peptide"	1901652	NaN	2.7024305364455254	2.428309355991117	0.9557899763329083	0.8143117	14070
GO:1901653	"cellular response to peptide"	1901653	NaN	2.513217600067939	1.5689871584435646	0.9377139831857016	0.9043716	14070
GO:1901699	"cellular response to nitrogen compound"	1901699	NaN	2.81424759573192	3.1428019696823406	0.9431638787702216	0.84667896	14070
GO:0015698	"inorganic anion transport"	NaN	2.230448921378274	0.8158733223906537	0.9001660544831944	0.29352261	null
GO:0015748	"organophosphate ester transport"	NaN	2.167317334748176	0.7048373081008014	0.8935057423289684	0.38067368	null
GO:0015837	"amine transport"	NaN	1.146128035678238	0.06275948633774259	0.9121718854628779	0.18242948	null
GO:0015844	"monoamine transport"	NaN	1.5797835966168101	0.17862315342280582	0.9044348871952406	0.35149784	null
GO:0015850	"organic hydroxy compound transport"	NaN	2.2764618041732443	0.907598725499662	0.8908662464635716	0.44475041	null
GO:0015872	"dopamine transport"	NaN	1.3617278360175928	0.10620836149464132	0.9040676586290535	0.36553338	null
GO:0014046	"dopamine secretion"	14046	NaN	0.9542425094393249	0.038621222361687746	0.8599201525341582	0.91272736	15872
GO:0050432	"catecholamine secretion"	50432	NaN	1.0791812460476249	0.05310418074732066	0.8891101933658502	0.93292875	15872
GO:0051937	"catecholamine transport"	51937	NaN	1.414973347970818	0.1206913198802742	0.9033156856389026	0.93111902	15872
GO:0016032	"viral process"	NaN	2.130333768495006	0.6469054745582697	1	0	null
GO:0016050	"vesicle organization"	NaN	2.519827993775719	1.5931254224196194	0.9293279637568878	0.36623717	null
GO:0016051	"carbohydrate biosynthetic process"	NaN	2.110589710299249	0.6179395577870039	0.9386888787186716	0.16353959	null
GO:0019320	"hexose catabolic process"	19320	NaN	1.568201724066995	0.17379550062759488	0.9146474105869613	0.67252129	16051
GO:0019401	"alditol biosynthetic process"	19401	NaN	0.9030899869919435	0.03379356956647678	0.9254320270092419	0.58831678	16051
GO:0046365	"monosaccharide catabolic process"	46365	NaN	1.6020599913279623	0.18827845901322776	0.9147074274843766	0.82653763	16051
GO:0061615	"glycolytic process through fructose-6-phosphate"	61615	NaN	1.3424226808222062	0.10138070869943033	0.8643127167077089	0.78791918	16051
GO:0061620	"glycolytic process through glucose-6-phosphate"	61620	NaN	1.3010299956639813	0.0917254031090084	0.865146810342718	0.97274062	16051
GO:0061621	"canonical glycolysis"	61621	NaN	1.2304489213782739	0.07724244472337549	0.8659656439907922	0.92643718	16051
GO:0061718	"glucose catabolic process to pyruvate"	61718	NaN	1.2304489213782739	0.07724244472337549	0.9083066190006314	0.94232494	16051
GO:0016192	"vesicle-mediated transport"	NaN	3.1048284036536553	6.140774355508352	0.8664663364104602	0.4927905	null
GO:0055085	"transmembrane transport"	55085	NaN	3.1085650237328344	6.1938785362556725	0.8663256294029396	0.51580892	16192
GO:0016311	"dephosphorylation"	NaN	2.230448921378274	0.8158733223906537	0.9171501129106147	0.19606501	null
GO:0006468	"protein phosphorylation"	6468	NaN	2.3979400086720375	1.2020855460075313	0.8983561932683924	0.60871204	16311
GO:0016310	"phosphorylation"	16310	NaN	2.826722520168992	3.234527372791349	0.9037831212335371	0.58008216	16311
GO:0019637	"organophosphate metabolic process"	19637	NaN	2.960470777534299	4.402819349232403	0.8984951965186933	0.72406857	16311
GO:0016477	"cell migration"	NaN	2.975431808509263	4.557304238679154	0.9786839412088453	0.01941633	null
GO:0001667	"ameboidal-type cell migration"	1667	NaN	2.3483048630481607	1.071738920536835	0.9811716333884797	0.71728104	16477
GO:0001764	"neuron migration"	1764	NaN	2.2174839442139063	0.7917350584145989	0.9269473788970081	0.68988142	16477
GO:0014812	"muscle cell migration"	14812	NaN	1.5797835966168101	0.17862315342280582	0.9839606398621872	0.58079173	16477
GO:0014909	"smooth muscle cell migration"	14909	NaN	1.3222192947339193	0.09655305590421936	0.9837637572183848	0.54517364	16477
GO:0050900	"leukocyte migration"	50900	NaN	2.367355921026019	1.1200154484889446	0.9810916500322503	0.72145021	16477
GO:1904738	"vascular associated smooth muscle cell migration"	1904738	NaN	0.9030899869919435	0.03379356956647678	0.9849386106889773	0.84581697	16477
GO:0016482	"cytosolic transport"	NaN	2.0492180226701815	0.5358694602684175	0.8750978646973745	0.45598377	null
GO:0007034	"vacuolar transport"	7034	NaN	2.2355284469075487	0.8255286279810756	0.8699082542717941	0.5507497	16482
GO:0007041	"lysosomal transport"	7041	NaN	2.12057393120585	0.6324225161726369	0.8731582987903458	0.5276261	16482
GO:0016197	"endosomal transport"	16197	NaN	2.387389826338729	1.1731196292362653	0.8534648548762966	0.59769854	16482
GO:0030705	"cytoskeleton-dependent intracellular transport"	30705	NaN	2.303196057420489	0.9655305590421936	0.8679182159320801	0.57544288	16482
GO:0018158	"protein oxidation"	NaN	0.8450980400142568	0.02896591677126581	0.953243253717239	0.14172496	null
GO:0018198	"peptidyl-cysteine modification"	NaN	1.3617278360175928	0.10620836149464132	0.946364314305906	0.33648244	null
GO:0016925	"protein sumoylation"	16925	NaN	1.505149978319906	0.14965723665154002	0.9445685050729171	0.64221247	18198
GO:0018105	"peptidyl-serine phosphorylation"	18105	NaN	1.662757831681574	0.21724437578449357	0.9118539644139125	0.67858179	18198
GO:0018209	"peptidyl-serine modification"	18209	NaN	1.7634279935629373	0.2751762093270252	0.9418046031536411	0.71294492	18198
GO:0019226	"transmission of nerve impulse"	NaN	1.9590413923210936	0.43448875156898714	0.9561826017119106	0.37068147	null
GO:0019725	"cellular homeostasis"	NaN	2.8530895298518657	3.4372887901902094	0.9769256079382086	0.49183749	null
GO:0006873	"intracellular monoatomic ion homeostasis"	6873	NaN	2.667452952889954	2.2400308969778893	0.9702628194808217	0.95064141	19725
GO:0006874	"intracellular calcium ion homeostasis"	6874	NaN	2.359835482339888	1.1007048373081008	0.9712035257951518	0.89141547	19725
GO:0030003	"intracellular monoatomic cation homeostasis"	30003	NaN	2.6570558528571038	2.186926716230569	0.9698662524473257	0.88489112	19725
GO:0048878	"chemical homeostasis"	48878	NaN	2.9763499790032735	4.566959544269576	0.9761541029105936	0.74745542	19725
GO:0050801	"monoatomic ion homeostasis"	50801	NaN	2.734799829588847	2.616587815004345	0.9738709238481037	0.79017395	19725
GO:0051453	"regulation of intracellular pH"	51453	NaN	1.9294189257142926	0.40552283479772133	0.9206432926933641	0.72179652	19725
GO:0051480	"regulation of cytosolic calcium ion concentration"	51480	NaN	1.9444826721501687	0.4200057931833543	0.9736944399775903	0.7559038	19725
GO:0055074	"calcium ion homeostasis"	55074	NaN	2.41161970596323	1.2407067683692188	0.9723802620758285	0.71827948	19725
GO:0055080	"monoatomic cation homeostasis"	55080	NaN	2.725094521081469	2.558655981461813	0.9707665126143469	0.94759559	19725
GO:0055082	"intracellular chemical homeostasis"	55082	NaN	2.782472624166286	2.920729941102636	0.971574451559155	0.82082233	19725
GO:0070050	"neuron cellular homeostasis"	70050	NaN	1.9242792860618816	0.4006951820025104	0.9781442395145243	0.54286417	19725
GO:0098771	"inorganic ion homeostasis"	98771	NaN	2.661812685537261	2.211064980206624	0.9743507581748347	0.67196524	19725
GO:0021700	"developmental maturation"	NaN	2.496929648073215	1.5110553249010332	0.9763636271866094	0	null
GO:0022406	"membrane docking"	NaN	1.9395192526186185	0.41517814038814327	0.9896938681999775	0.00924632	null
GO:0022411	"cellular component disassembly"	NaN	2.4871383754771865	1.4772617553345564	0.9431334705668039	0.19426873	null
GO:0022603	"regulation of anatomical structure morphogenesis"	NaN	2.9566485792052033	4.364198126870716	0.9461461313282765	0.41565245	null
GO:0001558	"regulation of cell growth"	1558	NaN	2.6314437690131722	2.0614077435550837	0.8928812721957747	0.85296435	22603
GO:0030307	"positive regulation of cell growth"	30307	NaN	2.2648178230095364	0.8834604615236071	0.8850720098561107	0.7700557	22603
GO:0045927	"positive regulation of growth"	45927	NaN	2.4683473304121573	1.4145022689968139	0.9343562555559927	0.81400924	22603
GO:0048638	"regulation of developmental growth"	48638	NaN	2.5854607295085006	1.8538186733610118	0.9435274708221911	0.5030076	22603
GO:0050767	"regulation of neurogenesis"	50767	NaN	2.6857417386022635	2.336583952882109	0.9324094989224107	0.51990853	22603
GO:0050769	"positive regulation of neurogenesis"	50769	NaN	2.507855871695831	1.549676547262721	0.9122260803811106	0.87214603	22603
GO:0050772	"positive regulation of axonogenesis"	50772	NaN	1.99563519459755	0.47310997393067494	0.8644037407471589	0.75855992	22603
GO:0051094	"positive regulation of developmental process"	51094	NaN	3.171433900943008	7.159409095297867	0.9164649249719081	0.62082961	22603
GO:0051960	"regulation of nervous system development"	51960	NaN	2.77232170672292	2.8531428019696827	0.9365940730297517	0.65280649	22603
GO:0051962	"positive regulation of nervous system development"	51962	NaN	2.5877109650189114	1.8634739789514336	0.9156836520695667	0.89292599	22603
GO:0022604	"regulation of cell morphogenesis"	NaN	2.4345689040341987	1.3082939075021724	0.9500309436082031	0.47953334	null
GO:0008360	"regulation of cell shape"	8360	NaN	2.164352855784437	0.7000096553055903	0.926275738336389	0.64421836	22604
GO:1902745	"positive regulation of lamellipodium organization"	1902745	NaN	1.568201724066995	0.17379550062759488	0.8927577497726972	0.85940731	22604
GO:2000392	"regulation of lamellipodium morphogenesis"	2000392	NaN	1.0413926851582251	0.04827652795210968	0.912881914065893	0.67943751	22604
GO:0022904	"respiratory electron transport chain"	NaN	2.0043213737826426	0.4827652795210968	0.9366572840501122	0.16417777	null
GO:0006119	"oxidative phosphorylation"	6119	NaN	2.0644579892269186	0.5551800714492614	0.935815695826433	0.9145401	22904
GO:0009060	"aerobic respiration"	9060	NaN	2.214843848047698	0.7869074056193878	0.9336157444027108	0.90198211	22904
GO:0015980	"energy derivation by oxidation of organic compounds"	15980	NaN	2.436162647040756	1.3131215602973834	0.9307841539094708	0.82768856	22904
GO:0022900	"electron transport chain"	22900	NaN	2.041392685158225	0.5262141546779955	0.936788622318223	0.74941222	22904
GO:0045333	"cellular respiration"	45333	NaN	2.305351369446624	0.9703582118374047	0.9324866003834488	0.90207483	22904
GO:0030010	"establishment of cell polarity"	NaN	2.1398790864012365	0.6613884329439027	0.9875093927599541	0.01256268	null
GO:0030029	"actin filament-based process"	NaN	2.7745169657285498	2.867625760355315	0.9873627571453117	0.01663366	null
GO:0030030	"cell projection organization"	NaN	3.1189257528257768	6.343535772907212	0.9328561260938188	0.31064959	null
GO:0030048	"actin filament-based movement"	NaN	1.9294189257142926	0.40552283479772133	0.9727253300348305	0.01095639	null
GO:0007015	"actin filament organization"	7015	NaN	2.4533183400470375	1.366225741044704	0.9143415499795882	0.86936878	30048
GO:0008154	"actin polymerization or depolymerization"	8154	NaN	1.792391689498254	0.29448682050786906	0.9243174327848266	0.68303541	30048
GO:0030036	"actin cytoskeleton organization"	30036	NaN	2.734799829588847	2.616587815004345	0.910033067560401	0.75397636	30048
GO:0030038	"contractile actin filament bundle assembly"	30038	NaN	1.3617278360175928	0.10620836149464132	0.9240734170167951	0.89901644	30048
GO:0030041	"actin filament polymerization"	30041	NaN	1.5797835966168101	0.17862315342280582	0.9176474385988329	0.69672507	30048
GO:0031032	"actomyosin structure organization"	31032	NaN	2.093421685162235	0.5938012938109491	0.922083820097557	0.78676458	30048
GO:0043149	"stress fiber assembly"	43149	NaN	1.3617278360175928	0.10620836149464132	0.9240734170167951	0.89901644	30048
GO:0045010	"actin nucleation"	45010	NaN	1.4771212547196624	0.14000193106111808	0.9288866468497496	0.57121147	30048
GO:0046785	"microtubule polymerization"	46785	NaN	1.6232492903979006	0.19793376460364973	0.9164186958761166	0.84244063	30048
GO:0051017	"actin filament bundle assembly"	51017	NaN	1.845098040014257	0.3331080428695568	0.9165745262279631	0.73437556	30048
GO:0061572	"actin filament bundle organization"	61572	NaN	1.863322860120456	0.34759100125518977	0.9232177769347899	0.74508733	30048
GO:0070252	"actin-mediated cell contraction"	70252	NaN	1.7708520116421442	0.28000386212223616	0.9721509551283547	0.60598559	30048
GO:0030162	"regulation of proteolysis"	NaN	2.6232492903979003	2.022786521193396	0.9274248302920527	0.4486686	null
GO:0031399	"regulation of protein modification process"	31399	NaN	3.0265332645232967	5.126967268514048	0.9190679916074852	0.67614799	30162
GO:0051247	"positive regulation of protein metabolic process"	51247	NaN	3.03342375548695	5.209037366032635	0.8945749202613638	0.73539384	30162
GO:0051248	"negative regulation of protein metabolic process"	51248	NaN	2.808210972924222	3.099353094525442	0.9052936799588468	0.59087727	30162
GO:0030334	"regulation of cell migration"	NaN	2.9731278535996988	4.5331659747031	0.9419703438085804	0.07424863	null
GO:0014910	"regulation of smooth muscle cell migration"	14910	NaN	2.0043213737826426	0.4827652795210968	0.9544342941405903	0.68587792	30334
GO:0014912	"negative regulation of smooth muscle cell migration"	14912	NaN	1.5314789170422551	0.15931254224196195	0.9418017232450256	0.82390558	30334
GO:0030335	"positive regulation of cell migration"	30335	NaN	2.739572344450092	2.645553731775611	0.9197165425878822	0.8593456	30334
GO:0040013	"negative regulation of locomotion"	40013	NaN	2.514547752660286	1.5738148112387755	0.9340496219134384	0.78461921	30334
GO:0040017	"positive regulation of locomotion"	40017	NaN	2.7715874808812555	2.8483151491744714	0.9247793154203245	0.8545895	30334
GO:1904752	"regulation of vascular associated smooth muscle cell migration"	1904752	NaN	1.5314789170422551	0.15931254224196195	0.9573432233130348	0.60613562	30334
GO:1904753	"negative regulation of vascular associated smooth muscle cell migration"	1904753	NaN	1.1139433523068367	0.05793183354253162	0.9464315606024851	0.76392568	30334
GO:2000145	"regulation of cell motility"	2000145	NaN	2.998259338423699	4.803514531234914	0.9417297878227437	0.9274536	30334
GO:2000146	"negative regulation of cell motility"	2000146	NaN	2.469822015978163	1.4193299217920248	0.9297793864428071	0.78652889	30334
GO:2000147	"positive regulation of cell motility"	2000147	NaN	2.7596678446896306	2.771072704451096	0.9193885552834969	0.95787722	30334
GO:0031340	"positive regulation of vesicle fusion"	NaN	1.146128035678238	0.06275948633774259	0.8422250483136985	0.47806301	null
GO:0031630	"regulation of synaptic vesicle fusion to presynaptic active zone membrane"	31630	NaN	1.3010299956639813	0.0917254031090084	0.8512678412706635	0.92302255	31340
GO:0031632	"positive regulation of synaptic vesicle fusion to presynaptic active zone membrane"	31632	NaN	0.8450980400142568	0.02896591677126581	0.8493409667526115	0.82116732	31340
GO:0099502	"calcium-dependent activation of synaptic vesicle fusion"	99502	NaN	0.8450980400142568	0.02896591677126581	0.728246986609795	0.99971034	31340
GO:1901634	"positive regulation of synaptic vesicle membrane organization"	1901634	NaN	0.8450980400142568	0.02896591677126581	0.9102987486549655	0.857724	31340
GO:0031503	"protein-containing complex localization"	NaN	2.294466226161593	0.9462199478613499	0.9119911821919628	0.25480409	null
GO:0031529	"ruffle organization"	NaN	1.4313637641589874	0.12551897267548517	0.9421400232970623	0.15497116	null
GO:0031647	"regulation of protein stability"	NaN	2.4578818967339924	1.380708699430337	0.938555388735203	0.33847073	null
GO:0031667	"response to nutrient levels"	NaN	2.7218106152125467	2.5393453702809694	0.9775362240717769	0.11266803	null
GO:0006995	"cellular response to nitrogen starvation"	6995	NaN	1	0.04344887515689872	0.9614851631202603	0.61586521	31667
GO:0007584	"response to nutrient"	7584	NaN	2.225309281725863	0.8062180168002318	0.9685774412808201	0.82764236	31667
GO:0009991	"response to extracellular stimulus"	9991	NaN	2.7481880270062002	2.6986579125229313	0.9794489261557245	0.52027219	31667
GO:0043562	"cellular response to nitrogen levels"	43562	NaN	1	0.04344887515689872	0.9682492106358744	0.61586521	31667
GO:0032252	"secretory granule localization"	NaN	1.4313637641589874	0.12551897267548517	0.9142427233232526	0.19257787	null
GO:0006904	"vesicle docking involved in exocytosis"	6904	NaN	1.6232492903979006	0.19793376460364973	0.8613736764883938	0.9236662	32252
GO:0007097	"nuclear migration"	7097	NaN	1.5314789170422551	0.15931254224196195	0.8782611732561034	0.53541757	32252
GO:0016081	"synaptic vesicle docking"	16081	NaN	1.1139433523068367	0.05793183354253162	0.8279604126923743	0.83832351	32252
GO:0016240	"autophagosome membrane docking"	16240	NaN	0.9542425094393249	0.038621222361687746	0.8312917343697516	0.81351855	32252
GO:0048278	"vesicle docking"	48278	NaN	1.7853298350107671	0.2896591677126581	0.8722258502982114	0.6019606	32252
GO:0051647	"nucleus localization"	51647	NaN	1.6232492903979006	0.19793376460364973	0.9117899671200559	0.55466985	32252
GO:0051648	"vesicle localization"	51648	NaN	2.271841606536499	0.8979434199092402	0.8988915882105669	0.66657412	32252
GO:0051650	"establishment of vesicle localization"	51650	NaN	2.2380461031287955	0.8303562807762865	0.8639303914968093	0.81427608	32252
GO:0051653	"spindle localization"	51653	NaN	1.792391689498254	0.29448682050786906	0.899961952393447	0.58294325	32252
GO:0051656	"establishment of organelle localization"	51656	NaN	2.630427875025024	2.0565800907598724	0.8808108430690457	0.81727075	32252
GO:0099518	"vesicle cytoskeletal trafficking"	99518	NaN	1.806179973983887	0.304142126098291	0.8677601904584963	0.88235008	32252
GO:0140056	"organelle localization by membrane tethering"	140056	NaN	1.8920946026904804	0.3717292652312446	0.8974487141868589	0.95488381	32252
GO:0032292	"peripheral nervous system axon ensheathment"	NaN	1.5314789170422551	0.15931254224196195	0.9444159995112057	0.33536318	null
GO:0008366	"axon ensheathment"	8366	NaN	2.1492191126553797	0.6758713913295356	0.936555952518819	0.99109311	32292
GO:0032288	"myelin assembly"	32288	NaN	1.4471580313422192	0.13034662547069614	0.9024788677506312	0.75861386	32292
GO:0042552	"myelination"	42552	NaN	2.1398790864012365	0.6613884329439027	0.936689959044794	0.86612077	32292
GO:0032535	"regulation of cellular component size"	NaN	2.615950051656401	1.9889929516269191	0.877184816418386	0.43093158	null
GO:0008361	"regulation of cell size"	8361	NaN	2.342422680822206	1.057255962151202	0.8835974401405137	0.81702904	32535
GO:0030516	"regulation of axon extension"	30516	NaN	2.0530784434834195	0.5406971130636284	0.8300066322896742	0.75707052	32535
GO:0045773	"positive regulation of axon extension"	45773	NaN	1.7323937598229686	0.2558655981461813	0.8046678179017271	0.90652359	32535
GO:0061387	"regulation of extent of cell growth"	61387	NaN	2.103803720955957	0.608284252196582	0.834666505753064	0.87216454	32535
GO:0032768	"regulation of monooxygenase activity"	NaN	1	0.04344887515689872	0.9327646304406201	0.42608939	null
GO:0051353	"positive regulation of oxidoreductase activity"	51353	NaN	1.0791812460476249	0.05310418074732066	0.9297710744163981	0.88934857	32768
GO:0032781	"positive regulation of ATP-dependent activity"	NaN	1.2304489213782739	0.07724244472337549	0.9321821339891395	0.4435837	null
GO:0032886	"regulation of microtubule-based process"	NaN	2.413299764081252	1.2455344211644297	0.9628301610899959	0.05079414	null
GO:0032970	"regulation of actin filament-based process"	NaN	2.6053050461411096	1.9407164236748093	0.9609577821545638	0.05466824	null
GO:0032984	"protein-containing complex disassembly"	NaN	2.1583624920952498	0.6903543497151685	0.937168768391831	0.35412286	null
GO:0051261	"protein depolymerization"	51261	NaN	1.6989700043360187	0.23655498696533747	0.9423599735755921	0.75349998	32984
GO:0097352	"autophagosome maturation"	97352	NaN	1.6901960800285136	0.23172733417012648	0.8870908460700776	0.81580418	32984
GO:1903008	"organelle disassembly"	1903008	NaN	2.060697840353612	0.5503524186540504	0.9306864907972474	0.81601064	32984
GO:0032989	"cellular anatomical entity morphogenesis"	NaN	2.8363241157067516	3.3069421647195134	0.9636535429622156	0.29451334	null
GO:0000902	"cell morphogenesis"	902	NaN	2.9020028913507296	3.8476392777831414	0.9629747418519256	0.57251973	32989
GO:0033292	"T-tubule organization"	NaN	0.9542425094393249	0.038621222361687746	0.9285036987094692	0.48388291	null
GO:0034330	"cell junction organization"	NaN	2.7788744720027396	2.896591677126581	0.9388066619108973	0.26628177	null
GO:0034394	"protein localization to cell surface"	NaN	1.5563025007672873	0.1689678478323839	0.8983544865337443	0.30589003	null
GO:0034763	"negative regulation of transmembrane transport"	NaN	1.99563519459755	0.47310997393067494	0.8656494059045342	0.43236644	null
GO:0034764	"positive regulation of transmembrane transport"	34764	NaN	2.307496037913213	0.9751858646326156	0.8542809875991085	0.76916316	34763
GO:0050765	"negative regulation of phagocytosis"	50765	NaN	1.380211241711606	0.11103601428985228	0.8413012842834957	0.61437824	34763
GO:0050766	"positive regulation of phagocytosis"	50766	NaN	1.9395192526186185	0.41517814038814327	0.8238067788036922	0.8392313	34763
GO:0034976	"response to endoplasmic reticulum stress"	NaN	2.361727836017593	1.105532490103312	0.9632474779122572	0.35561967	null
GO:0062197	"cellular response to chemical stress"	62197	NaN	2.444044795918076	1.3372598242734381	0.948767137944577	0.54294756	34976
GO:0035235	"ionotropic glutamate receptor signaling pathway"	NaN	1.4471580313422192	0.13034662547069614	0.9431511520995538	0.14719086	null
GO:0035303	"regulation of dephosphorylation"	NaN	1.8808135922807914	0.3620739596408226	0.938427185238707	0.17404996	null
GO:0001932	"regulation of protein phosphorylation"	1932	NaN	2.8959747323590648	3.7945350970358214	0.9024397404313723	0.7720742	35303
GO:0001934	"positive regulation of protein phosphorylation"	1934	NaN	2.7283537820212285	2.577966592642657	0.8832225081539055	0.88678044	35303
GO:0010562	"positive regulation of phosphorus metabolic process"	10562	NaN	2.808210972924222	3.099353094525442	0.8992392581854078	0.85849514	35303
GO:0010563	"negative regulation of phosphorus metabolic process"	10563	NaN	2.4785664955938436	1.4482958385632905	0.9098322952067779	0.68374844	35303
GO:0019220	"regulation of phosphate metabolic process"	19220	NaN	2.9951962915971793	4.769720961668437	0.9186587703270933	0.92721107	35303
GO:0031401	"positive regulation of protein modification process"	31401	NaN	2.8506462351830666	3.4179781790093657	0.8972839342864685	0.84791399	35303
GO:0042325	"regulation of phosphorylation"	42325	NaN	2.9258275746247424	4.064883653567635	0.9202267286201055	0.89514036	35303
GO:0042327	"positive regulation of phosphorylation"	42327	NaN	2.7489628612561616	2.703485565318142	0.8989741054531207	0.92623462	35303
GO:0045936	"negative regulation of phosphate metabolic process"	45936	NaN	2.4785664955938436	1.4482958385632905	0.9098176947872394	0.58802489	35303
GO:0045937	"positive regulation of phosphate metabolic process"	45937	NaN	2.808210972924222	3.099353094525442	0.8976242245768438	0.95031577	35303
GO:0035304	"regulation of protein dephosphorylation"	NaN	1.724275869600789	0.25103794535097035	0.9250894698956188	0.49924982	null
GO:0035306	"positive regulation of dephosphorylation"	35306	NaN	1.6434526764861874	0.20758907019407163	0.9207810376767495	0.92081692	35304
GO:0035307	"positive regulation of protein dephosphorylation"	35307	NaN	1.5563025007672873	0.1689678478323839	0.9097895604419051	0.90549406	35304
GO:0035418	"protein localization to synapse"	NaN	1.9030899869919435	0.3813845708216665	0.8856551933796356	0.3994672	null
GO:0062237	"protein localization to postsynapse"	62237	NaN	1.724275869600789	0.25103794535097035	0.8893381437358665	0.92510411	35418
GO:0098967	"exocytic insertion of neurotransmitter receptor to postsynaptic membrane"	98967	NaN	0.9542425094393249	0.038621222361687746	0.8210824163515139	0.78022664	35418
GO:0099633	"protein localization to postsynaptic specialization membrane"	99633	NaN	1.3979400086720377	0.11586366708506324	0.887892914156568	0.93556413	35418
GO:0099645	"neurotransmitter receptor localization to postsynaptic specialization membrane"	99645	NaN	1.3979400086720377	0.11586366708506324	0.8416829218518089	0.93556413	35418
GO:1903539	"protein localization to postsynaptic membrane"	1903539	NaN	1.7160033436347992	0.2462102925557594	0.8833490443002129	0.90507956	35418
GO:0035584	"calcium-mediated signaling using intracellular calcium source"	NaN	1.3010299956639813	0.0917254031090084	0.940735093972133	0.14328545	null
GO:0035641	"locomotory exploration behavior"	NaN	1.3424226808222062	0.10138070869943033	0.9797729044072031	0.11729341	null
GO:0007611	"learning or memory"	7611	NaN	2.5390760987927767	1.665540214347784	0.9650602107968116	0.7492368	35641
GO:0007612	"learning"	7612	NaN	2.296665190261531	0.9510476006565608	0.9669663282999371	0.89838587	35641
GO:0007626	"locomotory behavior"	7626	NaN	2.423245873936808	1.2745003379356956	0.9750406856932708	0.69698474	35641
GO:0008344	"adult locomotory behavior"	8344	NaN	2.03342375548695	0.5165588490875737	0.9767375027616763	0.70840341	35641
GO:0030534	"adult behavior"	30534	NaN	2.2648178230095364	0.8834604615236071	0.9759359773145728	0.54518682	35641
GO:0038127	"ERBB signaling pathway"	NaN	1.8325089127062364	0.32345273727913487	0.9384024495876282	0.34100828	null
GO:0040007	"growth"	NaN	2.7315887651867388	2.5972772038235012	1	0	null
GO:0040008	"regulation of growth"	NaN	2.812244696800369	3.1283190112967074	0.9625403341297053	0.04864734	null
GO:0040011	"locomotion"	NaN	2.5809249756756194	1.834508062180168	1	0	null
GO:0040012	"regulation of locomotion"	NaN	3.0170333392987803	5.0159312542241965	0.9602743379105254	0.06058629	null
GO:0042060	"wound healing"	NaN	2.4345689040341987	1.3082939075021724	0.9781481844164013	0.36280232	null
GO:0001778	"plasma membrane repair"	1778	NaN	1.4771212547196624	0.14000193106111808	0.9236895844623715	0.71317105	42060
GO:0042180	"cellular ketone metabolic process"	NaN	1.9822712330395684	0.458627015545042	0.9171573871258919	0.16338434	null
GO:0006082	"organic acid metabolic process"	6082	NaN	2.921686475483602	4.026262431205948	0.8954981726226787	0.72905627	42180
GO:0006631	"fatty acid metabolic process"	6631	NaN	2.5634810853944106	1.7620932702520034	0.8868910882094164	0.85151172	42180
GO:0006633	"fatty acid biosynthetic process"	6633	NaN	2.060697840353612	0.5503524186540504	0.8919884187231207	0.90100946	42180
GO:0008652	"amino acid biosynthetic process"	8652	NaN	1.792391689498254	0.29448682050786906	0.9001909936102257	0.8458858	42180
GO:0016053	"organic acid biosynthetic process"	16053	NaN	2.416640507338281	1.2551897267548517	0.8964781660449724	0.85525927	42180
GO:0019752	"carboxylic acid metabolic process"	19752	NaN	2.9057958803678687	3.8814328473496187	0.8915287470252466	0.69250462	42180
GO:0032787	"monocarboxylic acid metabolic process"	32787	NaN	2.7520484478194387	2.7227961764989863	0.895840480682631	0.90558578	42180
GO:0043436	"oxoacid metabolic process"	43436	NaN	2.9138138523837167	3.9538476392777833	0.891384089803563	0.95162284	42180
GO:0044283	"small molecule biosynthetic process"	44283	NaN	2.6522463410033232	2.1627884522545138	0.9123889447862709	0.51100178	42180
GO:0046394	"carboxylic acid biosynthetic process"	46394	NaN	2.4099331233312946	1.2358791155740079	0.8958020498219776	0.8119888	42180
