TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0048585	"negative regulation of response to stimulus"	NaN	3.2132520521963968	7.883557014579512	0.9483139276702667	0.35374806	null
GO:0007612	"learning"	7612	NaN	2.296665190261531	0.9510476006565608	0.9593000873725319	0.89838587	7626
GO:0008306	"associative learning"	8306	NaN	2.1072099696478683	0.613111904991793	0.9604040137392804	0.85546616	7626
GO:0008542	"visual learning"	8542	NaN	1.8864907251724818	0.3669016124360336	0.9435369094808896	0.8617074	7626
GO:0007264	"small GTPase-mediated signal transduction"	NaN	2.3944516808262164	1.1924302404171092	0.930281872919277	0.23827263	null
GO:0007265	"Ras protein signal transduction"	7265	NaN	1.8976270912904414	0.3765569180264555	0.937025366688017	0.62307447	7264
GO:0051336	"regulation of hydrolase activity"	NaN	2.367355921026019	1.1200154484889446	0.9525449743264838	0.04155425	null
GO:0050790	"regulation of catalytic activity"	50790	NaN	2.6972293427597176	2.3993434392198516	0.9514926753088017	0.82940143	51336
GO:0044093	"positive regulation of molecular function"	44093	NaN	2.682145076373832	2.3172733417012648	0.9516770091911607	0.752871	51336
GO:0043085	"positive regulation of catalytic activity"	43085	NaN	2.496929648073215	1.5110553249010332	0.9509879224833785	0.83841563	51336
GO:0051345	"positive regulation of hydrolase activity"	51345	NaN	2.1583624920952498	0.6903543497151685	0.9525312186435383	0.8673607	51336
GO:0043087	"regulation of GTPase activity"	43087	NaN	2.03342375548695	0.5165588490875737	0.9538469313575447	0.74618627	51336
GO:0043547	"positive regulation of GTPase activity"	43547	NaN	1.8920946026904804	0.3717292652312446	0.955179828800663	0.81792187	51336
GO:0099111	"microtubule-based transport"	NaN	2.346352974450639	1.0669112677416241	0.8835240482936586	0.30779748	null
GO:0072522	"purine-containing compound biosynthetic process"	NaN	2.3404441148401185	1.052428309355991	0.8292037695224992	0.42067405	null
GO:0007163	"establishment or maintenance of cell polarity"	NaN	2.3344537511509307	1.0379453509703582	0.9846152540116156	0.01198076	null
GO:0048639	"positive regulation of developmental growth"	NaN	2.315970345456918	0.9944964758134596	0.9392613818893233	0.46254789	null
GO:0030307	"positive regulation of cell growth"	30307	NaN	2.2648178230095364	0.8834604615236071	0.9099931018237378	0.89898539	48639
GO:1903861	"positive regulation of dendrite extension"	1903861	NaN	1.3222192947339193	0.09655305590421936	0.9137124850654673	0.72673208	48639
GO:0031503	"protein-containing complex localization"	NaN	2.294466226161593	0.9462199478613499	0.9002568669266616	0.19939638	null
GO:0050905	"neuromuscular process"	NaN	2.278753600952829	0.912426378294873	0.9716522840358531	0.14955803	null
GO:0031589	"cell-substrate adhesion"	NaN	2.2695129442179165	0.8931157671140291	0.9818151362407104	0.01296904	null
GO:0007160	"cell-matrix adhesion"	7160	NaN	2.100370545117563	0.603456599401371	0.9824253040956801	0.60556308	31589
GO:0006457	"protein folding"	NaN	2.255272505103306	0.8641498503427634	0.8813626827040565	0.39860899	null
GO:0006839	"mitochondrial transport"	NaN	2.2355284469075487	0.8255286279810756	0.8865245870586739	0.29387572	null
GO:0010970	"transport along microtubule"	NaN	2.2355284469075487	0.8255286279810756	0.8523994032707934	0.3746209	null
GO:0045184	"establishment of protein localization"	45184	NaN	3.1058506743851435	6.155257313893984	0.8303845490119647	0.6617008	10970
GO:0046907	"intracellular transport"	46907	NaN	3.0670708560453703	5.629043159215989	0.8219715431630237	0.70822177	10970
GO:0015031	"protein transport"	15031	NaN	3.0330214446829107	5.204209713237424	0.8210805759188813	0.7922607	10970
GO:0006886	"intracellular protein transport"	6886	NaN	2.7323937598229686	2.602104856618712	0.823091621018189	0.65514255	10970
GO:0030705	"cytoskeleton-dependent intracellular transport"	30705	NaN	2.303196057420489	0.9655305590421936	0.8518550607582417	0.57544288	10970
GO:0008088	"axo-dendritic transport"	8088	NaN	1.919078092376074	0.39586752920729945	0.8622391082330507	0.88983582	10970
GO:0030258	"lipid modification"	NaN	2.2355284469075487	0.8255286279810756	0.9102235934599553	0.1737318	null
GO:0016311	"dephosphorylation"	NaN	2.230448921378274	0.8158733223906537	0.8676353232302862	0.43689229	null
GO:0019637	"organophosphate metabolic process"	19637	NaN	2.960470777534299	4.402819349232403	0.8387704162115995	0.72406857	16311
GO:0016310	"phosphorylation"	16310	NaN	2.826722520168992	3.234527372791349	0.8458935240305206	0.58008216	16311
GO:1902904	"negative regulation of supramolecular fiber organization"	NaN	2.2278867046136734	0.8110456695954427	0.9095474231466935	0.41853909	null
GO:0032956	"regulation of actin cytoskeleton organization"	32956	NaN	2.550228353055094	1.7089890895046829	0.9103953439824526	0.9201603	1902904
GO:0110053	"regulation of actin filament organization"	110053	NaN	2.436162647040756	1.3131215602973834	0.9080415042487175	0.85912039	1902904
GO:1902905	"positive regulation of supramolecular fiber organization"	1902905	NaN	2.2405492482826	0.8351839335714974	0.9081800863208448	0.81599932	1902904
GO:0030832	"regulation of actin filament length"	30832	NaN	2.2355284469075487	0.8255286279810756	0.8497307353285677	0.87620411	1902904
GO:0008064	"regulation of actin polymerization or depolymerization"	8064	NaN	2.2278867046136734	0.8110456695954427	0.8451450543751245	0.97526121	1902904
GO:0030833	"regulation of actin filament polymerization"	30833	NaN	2.173186268412274	0.7144926136912233	0.8399946240645655	0.86255658	1902904
GO:0042886	"amide transport"	NaN	2.2013971243204513	0.762769141643333	0.8821303174294909	0.39315324	null
GO:0044770	"cell cycle phase transition"	NaN	2.167317334748176	0.7048373081008014	0.9666660616281952	0.01264662	null
GO:0022402	"cell cycle process"	22402	NaN	2.9459607035775686	4.257989765376074	0.9618503592112826	0.76998506	44770
GO:0000278	"mitotic cell cycle"	278	NaN	2.7589118923979736	2.766245051655885	0.9636262877143666	0.71001864	44770
GO:1903047	"mitotic cell cycle process"	1903047	NaN	2.6989700043360187	2.4089987448102734	0.9617252689516816	0.69623401	44770
GO:0000910	"cytokinesis"	910	NaN	2.0530784434834195	0.5406971130636284	0.9663984353933625	0.68715984	44770
GO:0061640	"cytoskeleton-dependent cytokinesis"	61640	NaN	2.041392685158225	0.5262141546779955	0.9649774765038697	0.59241775	44770
GO:0000281	"mitotic cytokinesis"	281	NaN	1.9138138523837167	0.3910398764120884	0.9653654186336704	0.9622243	44770
GO:0140053	"mitochondrial gene expression"	NaN	2.161368002234975	0.6951820025103795	0.8909689845647676	0.17757298	null
GO:0098661	"inorganic anion transmembrane transport"	NaN	2.1583624920952498	0.6903543497151685	0.8711346627922434	0.29408675	null
GO:0098660	"inorganic ion transmembrane transport"	98660	NaN	2.8819549713396007	3.673843777155547	0.8466334037281116	0.77396754	98661
GO:0098662	"inorganic cation transmembrane transport"	98662	NaN	2.823474229170301	3.210389108815294	0.8483678515125742	0.75644447	98661
GO:0006836	"neurotransmitter transport"	NaN	2.155336037465062	0.6855266969199575	0.8886031185173731	0.24883359	null
GO:0008277	"regulation of G protein-coupled receptor signaling pathway"	NaN	2.143014800254095	0.6662160857391136	0.9597943765067956	0.28478201	null
GO:0048588	"developmental cell growth"	NaN	2.130333768495006	0.6469054745582697	0.9394754029746777	0.23099577	null
GO:0060560	"developmental growth involved in morphogenesis"	60560	NaN	2.2227164711475833	0.8013903640050208	0.9544891089244837	0.72289648	48588
GO:0016049	"cell growth"	16049	NaN	2.143014800254095	0.6662160857391136	0.9746076114487047	0.70749594	48588
GO:1990138	"neuron projection extension"	1990138	NaN	1.9731278535996986	0.4489717099546201	0.8694899110436959	0.95301475	48588
GO:0051258	"protein polymerization"	NaN	2.012837224705172	0.4924205851115188	0.9293249637234312	0.48904857	null
GO:0022904	"respiratory electron transport chain"	NaN	2.0043213737826426	0.4827652795210968	0.881840425648373	0.12863478	null
GO:0015980	"energy derivation by oxidation of organic compounds"	15980	NaN	2.436162647040756	1.3131215602973834	0.8765747622658	0.82768856	22904
GO:0045333	"cellular respiration"	45333	NaN	2.305351369446624	0.9703582118374047	0.8779706674889612	0.90207483	22904
GO:0009060	"aerobic respiration"	9060	NaN	2.214843848047698	0.7869074056193878	0.8784597986311212	0.90198211	22904
GO:0006119	"oxidative phosphorylation"	6119	NaN	2.0644579892269186	0.5551800714492614	0.8815293391798582	0.9145401	22904
GO:0022900	"electron transport chain"	22900	NaN	2.041392685158225	0.5262141546779955	0.8872948497675971	0.74941222	22904
GO:0042773	"ATP synthesis coupled electron transport"	42773	NaN	1.863322860120456	0.34759100125518977	0.8844437083141597	0.94942539	22904
GO:0042775	"mitochondrial ATP synthesis coupled electron transport"	42775	NaN	1.8512583487190752	0.3379356956647678	0.8844731394751068	0.9469991	22904
GO:0019646	"aerobic electron transport chain"	19646	NaN	1.8129133566428555	0.30896977889350197	0.8856592837540382	0.93936282	22904
GO:0006120	"mitochondrial electron transport, NADH to ubiquinone"	6120	NaN	1.4313637641589874	0.12551897267548517	0.893920532184224	0.8689304	22904
GO:0018958	"phenol-containing compound metabolic process"	NaN	1.9867717342662448	0.46345466834025295	0.8869014565182612	0.28407352	null
GO:0042428	"serotonin metabolic process"	42428	NaN	1.146128035678238	0.06275948633774259	0.8943436877528762	0.57386463	18958
GO:0006892	"post-Golgi vesicle-mediated transport"	NaN	1.968482948553935	0.44414405715940913	0.8569247295902256	0.43432601	null
GO:0006897	"endocytosis"	6897	NaN	2.7331972651065692	2.606932509413923	0.8263335643057065	0.65516393	6892
GO:0048193	"Golgi vesicle transport"	48193	NaN	2.429752280002408	1.2938109491165395	0.8428606099037773	0.57670973	6892
GO:0099003	"vesicle-mediated transport in synapse"	99003	NaN	2.2624510897304293	0.8786328087283962	0.8488341248136392	0.51596727	6892
GO:0099504	"synaptic vesicle cycle"	99504	NaN	2.214843848047698	0.7869074056193878	0.828323799830702	0.75781596	6892
GO:0006898	"receptor-mediated endocytosis"	6898	NaN	2.2121876044039577	0.7820797528241769	0.8453995488287157	0.76242857	6892
GO:0031623	"receptor internalization"	31623	NaN	1.8808135922807914	0.3620739596408226	0.8551253267793352	0.69907641	6892
GO:0036465	"synaptic vesicle recycling"	36465	NaN	1.863322860120456	0.34759100125518977	0.8405204104945896	0.89332575	6892
GO:0048488	"synaptic vesicle endocytosis"	48488	NaN	1.806179973983887	0.304142126098291	0.8389166924131648	0.88211482	6892
GO:0006893	"Golgi to plasma membrane transport"	6893	NaN	1.7160033436347992	0.2462102925557594	0.8499415892350738	0.75131486	6892
GO:0098884	"postsynaptic neurotransmitter receptor internalization"	98884	NaN	1.0791812460476249	0.05310418074732066	0.8349185856544936	0.73136649	6892
GO:0099072	"regulation of postsynaptic membrane neurotransmitter receptor levels"	NaN	1.9590413923210936	0.43448875156898714	0.9664046099155655	0.03735966	null
GO:0022406	"membrane docking"	NaN	1.9395192526186185	0.41517814038814327	0.9860128162602615	0	null
GO:0043954	"cellular component maintenance"	NaN	1.9294189257142926	0.40552283479772133	0.9414255960200449	0.01095639	null
GO:0072655	"establishment of protein localization to mitochondrion"	NaN	1.8692317197309762	0.3524186540504007	0.8726046853858241	0.25565426	null
GO:0006605	"protein targeting"	6605	NaN	2.3783979009481375	1.1489813652602103	0.8571143812854674	0.51733438	72655
GO:0050885	"neuromuscular process controlling balance"	NaN	1.845098040014257	0.3331080428695568	0.9743010431639614	0.36121232	null
GO:0010257	"NADH dehydrogenase complex assembly"	NaN	1.7781512503836436	0.2848315149174471	0.9328031504785659	0.42146938	null
GO:1905144	"response to acetylcholine"	NaN	1.7708520116421442	0.28000386212223616	0.960598356061133	0.44807401	null
GO:1901701	"cellular response to oxygen-containing compound"	1901701	NaN	3.048053173115609	5.387660519455441	0.9349388160205657	0.52389959	1905144
GO:0010243	"response to organonitrogen compound"	10243	NaN	3.0013009330204183	4.83730810080139	0.9493831524771832	0.61682139	1905144
GO:1901699	"cellular response to nitrogen compound"	1901699	NaN	2.81424759573192	3.1428019696823406	0.9306775339093116	0.84667896	1905144
GO:0071417	"cellular response to organonitrogen compound"	71417	NaN	2.7466341989375787	2.6890026069325095	0.9292029551576948	0.82680859	1905144
GO:0032868	"response to insulin"	32868	NaN	2.3783979009481375	1.1489813652602103	0.954508270457513	0.73300994	1905144
GO:0033059	"cellular pigmentation"	NaN	1.7634279935629373	0.2751762093270252	0.9701916343531727	0.01058305	null
GO:0051875	"pigment granule localization"	51875	NaN	1.3222192947339193	0.09655305590421936	0.8693302202475639	0.83342126	33059
GO:0032400	"melanosome localization"	32400	NaN	1.3010299956639813	0.0917254031090084	0.8684021888779394	0.97967219	33059
GO:0051905	"establishment of pigment granule localization"	51905	NaN	1.255272505103306	0.08207009751858646	0.8483413429964458	0.98388456	33059
GO:0032401	"establishment of melanosome localization"	32401	NaN	1.2304489213782739	0.07724244472337549	0.8490395813848478	0.80067855	33059
GO:0018105	"peptidyl-serine phosphorylation"	NaN	1.662757831681574	0.21724437578449357	0.8681940874032177	0.26065796	null
GO:0018209	"peptidyl-serine modification"	18209	NaN	1.7634279935629373	0.2751762093270252	0.9160581610716173	0.71294492	18105
GO:0150115	"cell-substrate junction organization"	NaN	1.6334684555795864	0.20276141739886067	0.9239026124425438	0.16131861	null
GO:0050808	"synapse organization"	50808	NaN	2.582063362911709	1.8393357149753788	0.9062442172013448	0.67454408	150115
GO:0034329	"cell junction assembly"	34329	NaN	2.4742162640762553	1.4338128801776575	0.9016239507666067	0.83465992	150115
GO:0099173	"postsynapse organization"	99173	NaN	2.146128035678238	0.6710437385343246	0.9122218100962702	0.7642452	150115
GO:0007416	"synapse assembly"	7416	NaN	2.060697840353612	0.5503524186540504	0.8671313060228156	0.76858598	150115
GO:0007528	"neuromuscular junction development"	7528	NaN	1.7323937598229686	0.2558655981461813	0.919553505769598	0.69029211	150115
GO:0099084	"postsynaptic specialization organization"	99084	NaN	1.6812412373755872	0.2268996813749155	0.9090610207691528	0.80733303	150115
GO:0097106	"postsynaptic density organization"	97106	NaN	1.6232492903979006	0.19793376460364973	0.9092681163365463	0.55352963	150115
GO:0099188	"postsynaptic cytoskeleton organization"	99188	NaN	1.4771212547196624	0.14000193106111808	0.9092280039823046	0.77686928	150115
GO:0098974	"postsynaptic actin cytoskeleton organization"	98974	NaN	1.4313637641589874	0.12551897267548517	0.9069504666261031	0.77029581	150115
GO:0098880	"maintenance of postsynaptic specialization structure"	98880	NaN	1.380211241711606	0.11103601428985228	0.9134385795934575	0.93254116	150115
GO:0007007	"inner mitochondrial membrane organization"	NaN	1.568201724066995	0.17379550062759488	0.9290242704160022	0.25393391	null
GO:0033108	"mitochondrial respiratory chain complex assembly"	33108	NaN	2.0043213737826426	0.4827652795210968	0.9177430140985859	0.64631835	7007
GO:0006900	"vesicle budding from membrane"	6900	NaN	1.8692317197309762	0.3524186540504007	0.8095087995363073	0.53364018	7007
GO:0032981	"mitochondrial respiratory chain complex I assembly"	32981	NaN	1.7781512503836436	0.2848315149174471	0.9215799846901378	0.67484087	7007
GO:0001975	"response to amphetamine"	NaN	1.5563025007672873	0.1689678478323839	0.9632595607046729	0.22028747	null
GO:0034389	"lipid droplet organization"	NaN	1.5440680443502757	0.16414019503717292	0.9360847348774877	0.15845886	null
GO:0045745	"positive regulation of G protein-coupled receptor signaling pathway"	NaN	1.5314789170422551	0.15931254224196195	0.9548413909699853	0.29375842	null
GO:0035459	"vesicle cargo loading"	NaN	1.4471580313422192	0.13034662547069614	0.872695534005553	0.21228977	null
GO:1902074	"response to salt"	NaN	1.4471580313422192	0.13034662547069614	0.9774204543617504	0.08123517	null
GO:0042430	"indole-containing compound metabolic process"	NaN	1.414973347970818	0.1206913198802742	0.8899834823197794	0.18312028	null
GO:0032012	"regulation of ARF protein signal transduction"	NaN	1.380211241711606	0.11103601428985228	0.9663318549466318	0.04236891	null
GO:0035305	"negative regulation of dephosphorylation"	NaN	1.380211241711606	0.11103601428985228	0.9626590536699955	0.11316752	null
GO:0010923	"negative regulation of phosphatase activity"	10923	NaN	1	0.04344887515689872	0.9443765718990723	0.77015485	35305
GO:0030011	"maintenance of cell polarity"	NaN	1.255272505103306	0.08207009751858646	0.9817013713712325	0.00956604	null
GO:0035090	"maintenance of apical/basal cell polarity"	35090	NaN	1.0791812460476249	0.05310418074732066	0.9804750438218511	0.93558466	30011
GO:0045199	"maintenance of epithelial cell apical/basal polarity"	45199	NaN	1.0413926851582251	0.04827652795210968	0.9805850084741167	0.61331154	30011
GO:0070206	"protein trimerization"	NaN	1.255272505103306	0.08207009751858646	0.9395725751755318	0.14975082	null
GO:1901160	"primary amino compound metabolic process"	NaN	1.2304489213782739	0.07724244472337549	0.9306671069127083	0	null
GO:0051645	"Golgi localization"	NaN	1.2041199826559248	0.07241479192816452	0.893486536713655	0.201796	null
GO:0051656	"establishment of organelle localization"	51656	NaN	2.630427875025024	2.0565800907598724	0.8462475619421083	0.81727075	51645
GO:0051648	"vesicle localization"	51648	NaN	2.271841606536499	0.8979434199092402	0.8677359302746983	0.64236168	51645
GO:0051650	"establishment of vesicle localization"	51650	NaN	2.2380461031287955	0.8303562807762865	0.8247602414872307	0.8634992	51645
GO:0140056	"organelle localization by membrane tethering"	140056	NaN	1.8920946026904804	0.3717292652312446	0.8651206404112577	0.95488381	51645
GO:0048278	"vesicle docking"	48278	NaN	1.7853298350107671	0.2896591677126581	0.835987977467498	0.66553046	51645
GO:0006903	"vesicle targeting"	6903	NaN	1.7634279935629373	0.2751762093270252	0.8233954072391657	0.87408657	51645
GO:0097479	"synaptic vesicle localization"	97479	NaN	1.7075701760979363	0.2413826397605484	0.875410304719868	0.65423178	51645
GO:0006904	"vesicle docking involved in exocytosis"	6904	NaN	1.6232492903979006	0.19793376460364973	0.8251254940051143	0.9236662	51645
GO:0051647	"nucleus localization"	51647	NaN	1.6232492903979006	0.19793376460364973	0.8845018905964216	0.55466985	51645
GO:0007097	"nuclear migration"	7097	NaN	1.5314789170422551	0.15931254224196195	0.8502555172540921	0.51387777	51645
GO:0099022	"vesicle tethering"	99022	NaN	1.505149978319906	0.14965723665154002	0.7958949529242892	0.74542419	51645
GO:0090522	"vesicle tethering involved in exocytosis"	90522	NaN	1	0.04344887515689872	0.8009719441437002	0.82540003	51645
GO:0015837	"amine transport"	NaN	1.146128035678238	0.06275948633774259	0.9043294941336268	0	null
GO:0140239	"postsynaptic endocytosis"	NaN	1.0791812460476249	0.05310418074732066	0.8603514791002983	0.36928785	null
GO:0071314	"cellular response to cocaine"	NaN	1.0413926851582251	0.04827652795210968	0.9506410020369594	0.41119314	null
GO:0042940	"D-amino acid transport"	NaN	0.9542425094393249	0.038621222361687746	0.9021819062512432	0.31615878	null
GO:0006835	"dicarboxylic acid transport"	6835	NaN	1.9242792860618816	0.4006951820025104	0.8843451542260558	0.60518878	42940
GO:0015740	"C4-dicarboxylate transport"	15740	NaN	1.4471580313422192	0.13034662547069614	0.893073482125466	0.66571512	42940
GO:0070777	"D-aspartate transport"	70777	NaN	0.8450980400142568	0.02896591677126581	0.9014279738431379	0.96431517	42940
GO:0070779	"D-aspartate import across plasma membrane"	70779	NaN	0.8450980400142568	0.02896591677126581	0.8810886012692634	0.74344564	42940
GO:1902075	"cellular response to salt"	NaN	0.9542425094393249	0.038621222361687746	0.962714273733815	0.1517824	null
GO:2000169	"regulation of peptidyl-cysteine S-nitrosylation"	NaN	0.9030899869919435	0.03379356956647678	0.974484723454882	0	null
GO:0000960	"regulation of mitochondrial RNA catabolic process"	NaN	0.7781512503836436	0.02413826397605484	0.9744677891560629	0.49558023	null
GO:0086023	"adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process"	NaN	0.6020599913279624	0.014482958385632905	0.9378624729619516	0.2431813	null
GO:0032011	"ARF protein signal transduction"	NaN	0.3010299956639812	0.004827652795210968	0.9551303539659463	0.43414053	null
